,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
327,2025-03-14,26,Eindhoven-Woensel,NL,Electric drill / Power drill,Tools electric,Makita,yes,10.0
328,2025-03-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
329,2025-12-06,907,Bognor Regis,GB,Train (toy),Toys electric,Golden Bear,no,1.0
330,2025-03-14,26,Eindhoven-Woensel,NL,Speaker,Display and sound equipment,Bose,half,6.0
331,2026-02-07,907,Bognor Regis,GB,Storm lamp,Household appliances electric,Unknown/n.a.,half,1.0
332,2026-02-07,907,Bognor Regis,GB,Coffee maker,Household appliances electric,Breville,no,1.0
333,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,3.0
334,2026-02-21,664,Montreal,CA,Thermal blanket / Heated blanket,Other,Unknown/n.a.,yes,7.0
335,2025-03-14,26,Eindhoven-Woensel,NL,Dvd / cd player,Computer equipment / phones,Sony,yes,7.0
336,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
337,2026-02-21,664,Montreal,CA,Multitool,Tools electric,Multipro,yes,3.0
339,2026-02-26,4,Capelle aan den IJssel,NL,Switch,Display and sound equipment,Unknown/n.a.,yes,6.0
340,2025-03-14,26,Eindhoven-Woensel,NL,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
341,2025-02-19,4,Capelle aan den IJssel,NL,Kettle,Household appliances electric,Waver,yes,8.0
342,2026-02-19,4,Capelle aan den IJssel,NL,Kettle,Household appliances electric,Waver,yes,9.0
345,2026-01-31,880,Purbeck,GB,Blanket,Textile,Woolroom,yes,8.0
346,2026-01-31,880,Purbeck,GB,Pan,Household appliances non-electric,Unknown/n.a.,yes,2.0
347,2025-03-14,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Philips,yes,8.0
348,2026-01-31,880,Purbeck,GB,Extension cord,Household appliances electric,Beva,no,4.0
349,2026-03-05,777,Jacksons Hill - City of Hume,AU,Chainsaw,Tools electric,Titan,yes,10.0
350,2025-03-14,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Hermle,yes,3.0
351,2025-03-14,26,Eindhoven-Woensel,NL,Vacuum cleaner,Household appliances electric,Cleanfix,yes,8.0
355,2025-03-07,26,Eindhoven-Woensel,NL,Slowcooker / Crock pot,Furniture,Crockpot,no,8.0
356,2025-03-07,26,Eindhoven-Woensel,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,yes,10.0
357,2025-12-06,9,Assen,NL,Bicycle / Bike,Household appliances electric,Unknown/n.a.,yes,10.0
358,2025-12-06,9,Assen,NL,Bicycle / Bike,Household appliances electric,Unknown/n.a.,yes,9.0
359,2025-03-07,26,Eindhoven-Woensel,NL,Printer / scanner,Computer equipment / phones,HP,half,7.0
360,2025-03-07,26,Eindhoven-Woensel,NL,Coffee maker,Household appliances electric,Unknown/n.a.,yes,7.0
362,2025-03-07,26,Eindhoven-Woensel,NL,Wall lamp,Household appliances electric,Unknown/n.a.,yes,8.0
363,2025-03-07,26,Eindhoven-Woensel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
364,2025-12-06,907,Bognor Regis,GB,Christmas lights,Other,Unknown/n.a.,half,7.0
365,2025-03-07,26,Eindhoven-Woensel,NL,Upright vacuum cleaner,Household appliances electric,Bosch,no,5.0
366,2025-03-07,26,Eindhoven-Woensel,NL,Stapler,Tools non-electric,Unknown/n.a.,yes,8.0
368,2025-03-07,26,Eindhoven-Woensel,NL,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,7.0
369,2025-12-06,907,Bognor Regis,GB,Stereoset / music centre,Display and sound equipment,Unknown/n.a.,no,7.0
370,2025-12-06,907,Bognor Regis,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,yes,10.0
371,2025-12-06,907,Bognor Regis,GB,Vacuum cleaner,Household appliances electric,Electrolux,yes,10.0
372,2025-12-06,907,Bognor Regis,GB,Sander,Tools electric,Mirka,no,1.0
373,2025-12-06,907,Bognor Regis,GB,Electric kettle / Electric jug,Household appliances electric,DeLonghi,no,8.0
374,2025-12-06,907,Bognor Regis,GB,Alarm clock radio,Clocks / alarm clocks,John Lewis,half,10.0
375,2025-12-06,907,Bognor Regis,GB,Dog coat,Textile,Unknown/n.a.,yes,5.0
376,2025-12-06,907,Bognor Regis,GB,Dog coat,Textile,Unknown/n.a.,yes,7.0
377,2025-12-06,907,Bognor Regis,GB,Skirt,Textile,C&A,yes,4.0
378,2026-02-07,907,Bognor Regis,GB,Tape recorder,Display and sound equipment,Sony,yes,8.0
379,2026-02-07,907,Bognor Regis,GB,Laptop,Computer equipment / phones,Unknown/n.a.,no,5.0
380,2026-02-07,907,Bognor Regis,GB,Multitool,Tools electric,Bosch,no,1.0
381,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,yes,4.0
382,2026-02-07,907,Bognor Regis,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
383,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Household appliances non-electric,Homebase,yes,4.0
384,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,yes,4.0
385,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Homebase,yes,4.0
387,2024-11-23,932,Castle Cary,GB,Cardigan sweater,Textile,Unknown/n.a.,yes,3.0
388,2024-11-23,932,Castle Cary,GB,Vacuum cleaner,Household appliances electric,Dyson,half,7.0
389,2024-11-23,932,Castle Cary,GB,Shirt (dress shirt),Textile,Unknown/n.a.,yes,2.0
390,2026-02-07,907,Bognor Regis,GB,Chair,Furniture,Unknown/n.a.,yes,7.0
391,2024-11-23,932,Castle Cary,GB,Table,Furniture,Unknown/n.a.,yes,8.0
393,2024-11-23,932,Castle Cary,GB,Carpet cleaner,Household appliances electric,Vax,yes,6.0
396,2026-02-07,907,Bognor Regis,GB,Statue,Other,Unknown/n.a.,yes,3.0
398,2024-11-23,932,Castle Cary,GB,Hedge shear / hedge trimmer,Tools electric,Parkside,yes,8.0
399,2026-02-07,907,Bognor Regis,GB,Sewing machine,Household appliances electric,Toyota,yes,5.0
400,2026-02-07,907,Bognor Regis,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,3.0
401,2026-02-07,907,Bognor Regis,GB,Sewing machine,Household appliances electric,Brother,yes,2.0
403,2026-03-03,805,Postbauer-Heng,DE,Turntable / record player,Display and sound equipment,Dual,yes,4.0
404,2026-03-03,805,Postbauer-Heng,DE,Iron,Household appliances electric,AEG,yes,3.0
405,2026-03-03,805,Postbauer-Heng,DE,Shaver / Razor,Household appliances electric,Braun,yes,7.0
406,2026-03-04,920,Southbourne,GB,Hair straightener / Hot brush,Household appliances electric,Wazor,no,3.0
407,2026-03-03,805,Postbauer-Heng,DE,Shaver / Razor,Household appliances electric,Braun,yes,5.0
408,2026-03-03,805,Postbauer-Heng,DE,Sewing machine,Household appliances electric,Singer,yes,8.0
409,2026-03-04,920,Southbourne,GB,Tuner / CD player,Display and sound equipment,Unknown/n.a.,no,3.0
410,2026-03-04,920,Southbourne,GB,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,yes,10.0
411,2026-03-03,805,Postbauer-Heng,DE,Amplifier,Display and sound equipment,Loewe,no,3.0
412,2026-03-04,920,Southbourne,GB,Mirror,Other,Unknown/n.a.,half,8.0
413,2026-03-04,920,Southbourne,GB,Remote controlled car,Toys electric,Unknown/n.a.,yes,8.0
414,2026-03-04,920,Southbourne,GB,Stick mixer / Hand blender,Household appliances electric,Braun,no,1.0
415,2026-03-04,920,Southbourne,GB,Smartwatch,Clocks / alarm clocks,Fitbit,no,1.0
416,2026-03-04,920,Southbourne,GB,Vacuum cleaner,Household appliances electric,SilverCrest,half,6.0
417,2026-03-04,920,Southbourne,GB,Blender,Household appliances electric,Russell Hobbs,no,1.0
418,2026-03-04,920,Southbourne,GB,Fan heater,Household appliances electric,DeLonghi,yes,10.0
419,2026-03-04,920,Southbourne,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
420,2026-03-04,920,Southbourne,GB,Mirror,Other,Unknown/n.a.,yes,10.0
421,2026-03-04,920,Southbourne,GB,Printer / scanner,Computer equipment / phones,Samsung,yes,8.0
422,2026-03-04,920,Southbourne,GB,Wine cooler,Household appliances electric,Husky,no,1.0
423,2026-02-21,664,Montreal,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,10.0
425,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
426,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
427,2026-02-21,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,yes,9.0
429,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
430,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
431,2026-02-21,664,Montreal,CA,Alarm clock,Clocks / alarm clocks,Philips,yes,9.0
433,2026-02-21,664,Montreal,CA,Kettle,Household appliances electric,Zwilling,yes,10.0
434,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
437,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
438,2026-02-21,664,Montreal,CA,Microscope,Display and sound equipment,Edu-Toys,yes,8.0
439,2026-02-21,664,Montreal,CA,Doll,Toys non-electric,Unknown/n.a.,yes,9.0
440,2026-02-21,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,yes,3.0
441,2026-02-21,664,Montreal,CA,Lamp / Lighting,Household appliances electric,Unknown/n.a.,half,8.0
443,2026-02-21,664,Montreal,CA,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Sun Joe,yes,6.0
444,2026-02-21,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,yes,9.0
445,2026-02-21,664,Montreal,CA,Slowcooker / Crock pot,Household appliances electric,Thinkkitchen,no,1.0
447,2026-03-04,557,Utrecht – Leidsche Rijn-Centrum,NL,Bicycle / Bike,Bicycles,Gazelle,yes,10.0
448,2026-02-21,664,Montreal,CA,Vacuum cleaner,Household appliances electric,Dirt Devil,yes,9.0
449,2026-02-21,664,Montreal,CA,Weather station,Other,AcuRite,no,2.0
451,2026-02-21,664,Montreal,CA,Fan,Household appliances electric,Honeywell,yes,10.0
452,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,no,1.0
453,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
454,2026-02-21,664,Montreal,CA,Chandail,Textile,Unknown/n.a.,yes,10.0
457,2026-02-21,664,Montreal,CA,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
458,2026-02-21,664,Montreal,CA,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
461,2026-02-21,664,Montreal,CA,Printer,Computer equipment / phones,Xerox,half,8.0
463,2026-02-21,664,Montreal,CA,Grill,Household appliances electric,Black & Decker,no,5.0
464,2026-02-14,146,Weymouth,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
466,2026-02-14,146,Weymouth,GB,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
469,2025-10-28,146,Weymouth,GB,Rocking horse,Toys non-electric,Unknown/n.a.,yes,3.0
473,2026-01-10,146,Weymouth,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,6.0
474,2026-01-10,146,Weymouth,GB,Floor lamp / Standard lamp,Household appliances electric,Antique,yes,7.0
478,2026-02-14,146,Weymouth,GB,Charging cable,Household appliances electric,Unknown/n.a.,yes,10.0
479,2026-02-14,146,Weymouth,GB,Charging cable,Household appliances electric,Unknown/n.a.,yes,10.0
480,2026-03-05,4,Capelle aan den IJssel,NL,Curler set,Household appliances electric,Carmen,yes,7.0
482,2026-03-05,4,Capelle aan den IJssel,NL,Tuner / amplifier / CD player,Display and sound equipment,Onkyo,yes,5.0
483,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Toyota,yes,5.0
484,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Toyota,yes,6.0
485,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Vendomatic,yes,5.0
486,2026-03-05,4,Capelle aan den IJssel,NL,Isolating transformer,Tools electric,SANS,no,7.0
487,2026-03-05,4,Capelle aan den IJssel,NL,Toaster,Household appliances electric,Russell Hobbs,no,1.0
489,2026-03-05,4,Capelle aan den IJssel,NL,Rice cooker,Household appliances electric,Watshome,yes,6.0
490,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,AEG,yes,8.0
491,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Riccar,yes,9.0
492,2026-03-05,4,Capelle aan den IJssel,NL,Printer,Computer equipment / phones,Epson,yes,10.0
493,2026-03-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Singer,yes,5.0
494,2026-03-05,4,Capelle aan den IJssel,NL,Milk frother,Household appliances electric,Philips,yes,10.0
495,2026-02-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Pfaff,yes,5.0
496,2026-01-29,4,Capelle aan den IJssel,NL,Turntable / record player,Display and sound equipment,Dual,yes,2.0
497,2026-02-05,4,Capelle aan den IJssel,NL,Sewing machine,Household appliances electric,Pfaff,yes,2.0
498,2026-01-22,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Acer,half,7.0
499,2026-01-29,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Unknown/n.a.,yes,6.0
500,2026-02-26,4,Capelle aan den IJssel,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
501,2026-02-26,4,Capelle aan den IJssel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,no,2.0
502,2026-02-21,815,La Bobine - Pfastatt,FR,Printer,Computer equipment / phones,Brother,yes,8.0
503,2026-02-21,815,La Bobine - Pfastatt,FR,Laptop,Computer equipment / phones,Huawei,yes,6.0
504,2026-02-26,4,Capelle aan den IJssel,NL,Magnifier with light,Household appliances electric,Unknown/n.a.,yes,4.0
505,2026-02-26,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Freedom,no,4.0
506,2026-02-26,4,Capelle aan den IJssel,NL,Handheld vacuum cleaner,Household appliances electric,Tristar,yes,5.0
507,2026-03-05,65,Sittard-Geleen,NL,Coffee maker,Household appliances electric,Krups,yes,8.0
508,2026-02-26,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Dyson,no,1.0
509,2026-02-21,815,La Bobine - Pfastatt,FR,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
510,2026-02-26,4,Capelle aan den IJssel,NL,Kitchen scales,Household appliances electric,Soehnle,yes,8.0
511,2026-02-21,815,La Bobine - Pfastatt,FR,Straight grinder,Tools electric,Makita,half,8.0
512,2026-02-21,815,La Bobine - Pfastatt,FR,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
513,2026-02-21,815,La Bobine - Pfastatt,FR,Alarm clock radio,Clocks / alarm clocks,Sonic,no,4.0
514,2026-02-26,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Giant,yes,10.0
515,2026-02-26,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,5.0
516,2026-02-26,4,Capelle aan den IJssel,NL,Sound bar,Display and sound equipment,Bose,no,1.0
517,2026-02-26,4,Capelle aan den IJssel,NL,Microphone,Display and sound equipment,Unknown/n.a.,no,3.0
518,2026-02-21,815,La Bobine - Pfastatt,FR,Electric heater / radiator,Household appliances electric,Rowenta,no,3.0
519,2026-02-26,4,Capelle aan den IJssel,NL,Microphone,Display and sound equipment,Unknown/n.a.,yes,8.0
520,2026-02-21,815,La Bobine - Pfastatt,FR,Vacuum cleaner,Household appliances electric,Rowenta,half,7.0
521,2026-02-26,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,7.0
522,2026-02-21,815,La Bobine - Pfastatt,FR,Trousers / pants,Textile,Unknown/n.a.,half,7.0
523,2026-02-21,815,La Bobine - Pfastatt,FR,Sewing machine,Household appliances electric,Brother,yes,8.0
524,2026-02-21,664,Montreal,CA,Clothing / garment,Textile,Unknown/n.a.,yes,7.0
525,2026-02-19,4,Capelle aan den IJssel,NL,Video camera,Display and sound equipment,Sony,no,5.0
526,2026-02-21,664,Montreal,CA,Backpack / Rucksack,Textile,Unknown/n.a.,yes,3.0
527,2026-02-21,664,Montreal,CA,Water flosser / Oral irrigator,Other,Philips,yes,2.0
528,2026-02-19,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Nespresso,yes,5.0
530,2026-02-21,664,Montreal,CA,Cream whisk / Whisk beater,Household appliances electric,KitchenAid,no,6.0
532,2026-02-19,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,8.0
533,2026-02-21,664,Montreal,CA,Induction hob,Household appliances electric,Unknown/n.a.,yes,10.0
534,2026-02-19,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,3.0
536,2026-02-19,4,Capelle aan den IJssel,NL,Toaster,Household appliances electric,Unknown/n.a.,yes,3.0
538,2026-02-19,4,Capelle aan den IJssel,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,9.0
539,2026-02-19,4,Capelle aan den IJssel,NL,Mixer / Blender,Household appliances electric,Moulinex,no,1.0
540,2026-02-19,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Acer,no,9.0
541,2026-02-19,4,Capelle aan den IJssel,NL,Video player / recorder,Display and sound equipment,Grundig,yes,5.0
542,2026-02-19,4,Capelle aan den IJssel,NL,Stool,Furniture,Unknown/n.a.,no,3.0
543,2026-02-19,4,Capelle aan den IJssel,NL,Headphones,Display and sound equipment,Unknown/n.a.,no,1.0
544,2026-02-19,4,Capelle aan den IJssel,NL,Circuit board,Computer equipment / phones,Unknown/n.a.,no,1.0
545,2026-02-19,4,Capelle aan den IJssel,NL,Amplifier,Display and sound equipment,Philips,yes,5.0
548,2025-02-19,4,Capelle aan den IJssel,NL,Mixer / Blender,Household appliances electric,Moulinex,no,1.0
549,2025-02-19,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Acer,no,1.0
550,2025-02-19,4,Capelle aan den IJssel,NL,Video player / recorder,Display and sound equipment,Grundig,yes,5.0
552,2025-02-19,4,Capelle aan den IJssel,NL,Stool,Furniture,Unknown/n.a.,no,3.0
559,2025-02-19,4,Capelle aan den IJssel,NL,Headphones,Display and sound equipment,Unknown/n.a.,no,2.0
560,2025-02-19,4,Capelle aan den IJssel,NL,Circuit board,Computer equipment / phones,Unknown/n.a.,no,1.0
561,2025-02-19,4,Capelle aan den IJssel,NL,Amplifier,Display and sound equipment,Philips,yes,5.0
562,2026-02-12,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,no,1.0
563,2026-02-12,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Gaggia,yes,8.0
564,2026-02-12,4,Capelle aan den IJssel,NL,Sander,Tools electric,Parkside,yes,4.0
565,2026-02-12,4,Capelle aan den IJssel,NL,Mobile phone / cell phone (not smartphone),Computer equipment / phones,Samsung,yes,5.0
566,2026-02-12,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Dell,yes,9.0
567,2026-02-12,4,Capelle aan den IJssel,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,no,5.0
568,2026-02-12,4,Capelle aan den IJssel,NL,TV recorder,Display and sound equipment,LG,no,7.0
569,2026-02-05,4,Capelle aan den IJssel,NL,Dvd / video player,Display and sound equipment,Panasonic,yes,8.0
573,2026-02-26,545,Tubbergen,NL,Sander,Tools electric,Bosch,no,8.0
574,2026-02-26,545,Tubbergen,NL,Floor lamp / Standard lamp,Tools electric,Unknown/n.a.,yes,10.0
575,2026-01-31,880,Purbeck,GB,Bracelet,Jewelry,Unknown/n.a.,yes,9.0
576,2026-01-31,880,Purbeck,GB,Chopping board / Cutting board,Household appliances non-electric,NRS healthcare,yes,10.0
577,2026-01-31,880,Purbeck,GB,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
578,2026-01-31,880,Purbeck,GB,Bag,Textile,Unknown/n.a.,yes,7.0
579,2026-01-31,880,Purbeck,GB,Electric kettle / Electric jug,Household appliances electric,Russell Hobbs,half,6.0
580,2026-01-31,880,Purbeck,GB,Sewing machine,Household appliances electric,Husqvarna,yes,10.0
581,2026-01-31,880,Purbeck,GB,Vacuum cleaner,Household appliances electric,Meue,no,2.0
582,2026-01-31,880,Purbeck,GB,Table lamp,Household appliances electric,Unknown/n.a.,no,8.0
583,2026-01-31,880,Purbeck,GB,Laminator,Household appliances electric,Fellowes,yes,5.0
584,2026-01-31,880,Purbeck,GB,Sewing machine,Household appliances electric,Singer,yes,10.0
585,2026-03-05,777,Jacksons Hill - City of Hume,AU,Necklace / Chain,Jewelry,Unknown/n.a.,yes,9.0
586,2026-03-05,777,Jacksons Hill - City of Hume,AU,Pyjamas,Textile,ANKO,yes,10.0
587,2026-03-05,777,Jacksons Hill - City of Hume,AU,Shirt (dress shirt),Textile,Unknown/n.a.,yes,10.0
588,2026-03-05,777,Jacksons Hill - City of Hume,AU,T-shirt / Shirt,Textile,H&M,yes,10.0
589,2026-03-05,777,Jacksons Hill - City of Hume,AU,Pyjamas,Textile,Peter Alexander,yes,10.0
590,2026-03-05,777,Jacksons Hill - City of Hume,AU,Toy cash register,Toys non-electric,Unknown/n.a.,yes,9.0
591,2026-03-05,777,Jacksons Hill - City of Hume,AU,Overlock machine,Household appliances electric,Elna,yes,10.0
592,2026-03-05,777,Jacksons Hill - City of Hume,AU,CD / Cassette player,Display and sound equipment,TEAC,yes,9.0
593,2026-03-05,777,Jacksons Hill - City of Hume,AU,Charger (battery / power supply),Tools electric,Milwaukee,yes,9.0
594,2026-03-05,777,Jacksons Hill - City of Hume,AU,Video player / recorder,Display and sound equipment,Sharp,yes,10.0
595,2026-03-05,777,Jacksons Hill - City of Hume,AU,Blender,Household appliances electric,Nutribullet,yes,10.0
596,2026-03-05,777,Jacksons Hill - City of Hume,AU,Video player / recorder,Display and sound equipment,Philips,yes,10.0
597,2026-03-05,777,Jacksons Hill - City of Hume,AU,Laptop,Computer equipment / phones,HP,yes,10.0
