,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
26566,2025-09-19,387,Tivon,IL,Swimsuit / bathing suit,Textile,Unknown/n.a.,yes,6.0
26567,2025-09-19,387,Tivon,IL,Clothing / garment,Textile,Unknown/n.a.,yes,5.0
26568,2025-09-19,387,Tivon,IL,Reading glasses,Other,Unknown/n.a.,yes,9.0
26569,2025-09-13,78,Zierikzee-Poortambacht,NL,CD / Cassette player,Display and sound equipment,Sony,no,1.0
26570,2025-09-13,78,Zierikzee-Poortambacht,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
26571,2025-09-13,78,Zierikzee-Poortambacht,NL,Upright vacuum cleaner,Household appliances electric,Dyson,no,1.0
26572,2025-09-13,78,Zierikzee-Poortambacht,NL,Radio,Display and sound equipment,Pure,no,5.0
26573,2025-09-13,78,Zierikzee-Poortambacht,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
26574,2025-09-13,78,Zierikzee-Poortambacht,NL,Tuner / amplifier / CD player,Display and sound equipment,Philips,yes,8.0
26575,2025-09-13,78,Zierikzee-Poortambacht,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
26576,2025-09-13,78,Zierikzee-Poortambacht,NL,Vacuum cleaner,Household appliances electric,Miele,yes,1.0
26577,2025-09-13,78,Zierikzee-Poortambacht,NL,Laminator,Household appliances electric,Fichero,yes,7.0
26578,2025-09-13,78,Zierikzee-Poortambacht,NL,Electric kettle / Electric jug,Household appliances electric,Tefal,yes,8.0
26579,2025-09-13,78,Zierikzee-Poortambacht,NL,Television,Display and sound equipment,Salora,no,1.0
26580,2025-09-19,922,Urbana,US,Fridge,Household appliances electric,Unknown/n.a.,no,7.0
26581,2025-09-19,922,Urbana,US,Kettle holder,Household appliances non-electric,Unknown/n.a.,yes,8.0
26582,2025-09-19,922,Urbana,US,Lid,Household appliances non-electric,Unknown/n.a.,yes,6.0
26583,2025-09-19,922,Urbana,US,Television,Display and sound equipment,TCL,yes,5.0
26584,2025-09-19,922,Urbana,US,Television,Display and sound equipment,TCL,half,3.0
26585,2025-08-09,838,Gold Coast,AU,Clothing / garment,Textile,Unknown/n.a.,yes,5.0
26586,2025-08-09,838,Gold Coast,AU,Shorts,Textile,Unknown/n.a.,yes,5.0
26587,2025-08-09,838,Gold Coast,AU,Earrings,Jewelry,Unknown/n.a.,yes,8.0
26588,2025-08-09,838,Gold Coast,AU,Handbag / purse / clutch bag,Textile,Marc Jacobs,yes,9.0
26589,2025-08-09,838,Gold Coast,AU,Picture frame / Photo frame,Other,Unknown/n.a.,yes,10.0
26590,2025-08-09,838,Gold Coast,AU,Christmas decoration,Other,Unknown/n.a.,yes,3.0
26591,2025-08-09,838,Gold Coast,AU,Toy animal,Toys non-electric,Unknown/n.a.,yes,9.0
26592,2025-08-09,838,Gold Coast,AU,Bracelet,Jewelry,Swarovski,yes,9.0
26593,2025-08-09,838,Gold Coast,AU,Desk lamp,Household appliances electric,Unknown/n.a.,yes,9.0
26594,2025-08-09,838,Gold Coast,AU,Table,Furniture,Unknown/n.a.,yes,8.0
26595,2025-08-09,838,Gold Coast,AU,Ceramics / glass object,Other,Unknown/n.a.,yes,9.0
26596,2025-08-09,838,Gold Coast,AU,Clothing / garment,Textile,Unknown/n.a.,yes,10.0
26597,2025-08-09,838,Gold Coast,AU,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
26598,2025-08-09,838,Gold Coast,AU,Remote control,Display and sound equipment,Unknown/n.a.,yes,10.0
26599,2025-08-09,838,Gold Coast,AU,Jewelry,Jewelry,Unknown/n.a.,yes,10.0
26600,2025-08-09,838,Gold Coast,AU,Shorts,Textile,Unknown/n.a.,yes,10.0
26601,2025-08-09,838,Gold Coast,AU,Ring,Jewelry,Unknown/n.a.,yes,10.0
26602,2025-08-09,838,Gold Coast,AU,Earrings,Jewelry,Unknown/n.a.,yes,10.0
26603,2025-09-13,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Felco,yes,6.0
26604,2025-09-13,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Felco,yes,6.0
26605,2025-09-13,146,Weymouth,GB,Vacuum cleaner,Household appliances electric,Shark,no,1.0
26606,2025-09-13,146,Weymouth,GB,Printer,Computer equipment / phones,Epson,no,1.0
26607,2025-09-13,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Wilkinson,yes,7.0
26608,2025-09-13,146,Weymouth,GB,Laptop,Computer equipment / phones,Dell,yes,10.0
26609,2025-09-13,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,5.0
26610,2025-09-13,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,5.0
26611,2025-09-13,146,Weymouth,GB,Rollator / Mobility walker,Tools electric,Trust,half,10.0
26612,2025-06-10,201,Waalwijk,NL,Stick mixer / Hand blender,Household appliances electric,Unknown/n.a.,no,4.0
26613,2025-06-10,201,Waalwijk,NL,Handheld vacuum cleaner,Household appliances electric,Miele,no,7.0
26614,2025-06-10,201,Waalwijk,NL,Sandwich maker,Household appliances electric,Unknown/n.a.,no,8.0
26615,2025-06-10,201,Waalwijk,NL,Stereoset / music centre,Display and sound equipment,Kenwood,no,8.0
26616,2025-06-10,201,Waalwijk,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,no,7.0
26617,2025-06-10,201,Waalwijk,NL,Vacuum cleaner,Household appliances electric,Shark,no,8.0
26618,2025-06-10,201,Waalwijk,NL,Garden hose,Other,Unknown/n.a.,yes,8.0
26619,2025-06-10,201,Waalwijk,NL,Extension cord,Other,Unknown/n.a.,yes,8.0
26620,2025-06-10,201,Waalwijk,NL,Jeans,Textile,Unknown/n.a.,yes,8.0
26621,2025-06-10,201,Waalwijk,NL,Turntable / record player,Display and sound equipment,Unknown/n.a.,yes,8.0
26622,2025-06-10,201,Waalwijk,NL,Turntable / record player,Display and sound equipment,Unknown/n.a.,yes,10.0
26623,2025-06-10,201,Waalwijk,NL,Jacket / Blazer,Textile,Unknown/n.a.,yes,9.0
26624,2025-06-10,201,Waalwijk,NL,Dress,Textile,Unknown/n.a.,yes,8.0
26625,2025-06-10,201,Waalwijk,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
26626,2025-06-11,201,Waalwijk,NL,Sandwich maker,Household appliances electric,Unknown/n.a.,yes,10.0
26629,2025-06-10,201,Waalwijk,NL,Mixer / Blender,Household appliances electric,Philips,yes,8.0
26632,2025-06-10,201,Waalwijk,NL,Warming drawer,Household appliances electric,Unknown/n.a.,half,9.0
26633,2025-06-10,201,Waalwijk,NL,Tablet,Computer equipment / phones,Unknown/n.a.,no,8.0
26636,2025-09-09,201,Waalwijk,NL,Thermal blanket / Heated blanket,Household appliances electric,Unknown/n.a.,no,9.0
26637,2025-09-09,201,Waalwijk,NL,Turntable / record player,Display and sound equipment,Denver,half,8.0
26638,2025-09-09,201,Waalwijk,NL,Handheld vacuum cleaner,Household appliances electric,Beko,half,8.0
26639,2025-09-09,201,Waalwijk,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
26640,2025-09-09,201,Waalwijk,NL,Iron,Household appliances electric,Philips,yes,9.0
26641,2025-09-09,201,Waalwijk,NL,Radio,Display and sound equipment,Denver,half,8.0
26643,2025-09-13,769,Middlesbrough,GB,Shaver / Razor,Household appliances electric,Unknown/n.a.,no,5.0
26644,2025-09-13,769,Middlesbrough,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,half,9.0
26645,2025-09-13,769,Middlesbrough,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,9.0
26646,2025-09-04,4,Capelle aan den IJssel,NL,DVD player / recorder,Display and sound equipment,Sony,yes,5.0
26647,2025-09-04,4,Capelle aan den IJssel,NL,Mixer / Blender,Household appliances electric,Bosch,yes,7.0
26648,2025-09-04,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Giant,yes,4.0
26649,2025-09-04,4,Capelle aan den IJssel,NL,Upright vacuum cleaner,Household appliances electric,Dyson,yes,10.0
26650,2025-09-04,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Electrolux,half,5.0
26651,2025-09-04,4,Capelle aan den IJssel,NL,Scales,Household appliances electric,Soehnle,yes,5.0
26652,2025-09-04,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,5.0
26653,2025-09-04,4,Capelle aan den IJssel,NL,Lamp / Lighting,Household appliances electric,Unknown/n.a.,yes,7.0
26654,2025-09-04,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Toshiba,no,3.0
26655,2025-09-04,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Dell,yes,5.0
26656,2025-09-04,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Espresso,no,1.0
26657,2025-07-17,4,Capelle aan den IJssel,NL,Ceramics / glass object,Other,Keramik Odenthal,yes,10.0
26658,2025-07-17,4,Capelle aan den IJssel,NL,Air fryer,Household appliances electric,SilverCrest,yes,10.0
26659,2025-07-17,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Nespresso,yes,5.0
26660,2025-07-17,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,HP,half,10.0
26661,2025-07-10,4,Capelle aan den IJssel,NL,Wrist watch,Clocks / alarm clocks,Breitling,yes,10.0
26662,2025-07-10,4,Capelle aan den IJssel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,yes,7.0
26663,2025-07-10,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Gazelle,yes,10.0
26664,2025-07-10,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Samsung,yes,10.0
26665,2025-07-10,4,Capelle aan den IJssel,NL,Bicycle / Bike,Bicycles,Trek,yes,8.0
26666,2025-07-11,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,yes,5.0
26667,2025-07-11,4,Capelle aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Inventum,yes,7.0
26668,2025-07-03,4,Capelle aan den IJssel,NL,DVD player / recorder,Display and sound equipment,Philips,yes,5.0
26669,2025-07-03,4,Capelle aan den IJssel,NL,Lawn mower / lawn raker,Tools electric,WOLF-Garten,yes,4.0
26670,2025-07-03,4,Capelle aan den IJssel,NL,Laptop,Computer equipment / phones,Acer,half,3.0
26671,2025-07-03,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,6.0
26672,2025-07-03,4,Capelle aan den IJssel,NL,Tablet,Computer equipment / phones,Nokia,yes,5.0
26673,2025-06-12,4,Capelle aan den IJssel,NL,Coffee maker,Household appliances electric,Philips,no,3.0
26674,2025-09-18,65,Sittard-Geleen,NL,Compressor,Tools electric,Stanley,yes,8.0
26675,2025-07-24,545,Tubbergen,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
26676,2025-09-04,545,Tubbergen,NL,Upright vacuum cleaner,Household appliances electric,Leifheit,no,8.0
26677,2025-09-11,545,Tubbergen,NL,Coffee maker,Household appliances electric,Krups,no,9.0
26678,2025-08-28,545,Tubbergen,NL,Parasol / Garden umbrella,Other,Unknown/n.a.,yes,8.0
26679,2025-09-11,545,Tubbergen,NL,Coffee maker,Household appliances electric,Douwe Egberts,yes,10.0
26680,2025-08-30,314,Caloundra,AU,Vacuum cleaner,Household appliances electric,Electrolux,yes,4.0
26681,2025-08-30,314,Caloundra,AU,Hand drill,Tools electric,Rockwell,no,6.0
26682,2025-08-30,314,Caloundra,AU,Water flosser / Oral irrigator,Other,Annmiir,yes,4.0
26683,2025-08-30,314,Caloundra,AU,Shoe,Other,Emu,yes,8.0
26684,2025-08-30,314,Caloundra,AU,Sewing machine,Household appliances electric,Janome,yes,6.0
26685,2025-08-30,314,Caloundra,AU,Wrist watch,Clocks / alarm clocks,Billabong,yes,9.0
26686,2025-08-30,314,Caloundra,AU,Toaster,Household appliances electric,Breville,half,4.0
26687,2025-08-30,314,Caloundra,AU,Toaster,Household appliances electric,Kambrook,yes,4.0
26688,2025-08-30,314,Caloundra,AU,Sewing machine,Household appliances electric,Brother,yes,5.0
26689,2025-08-30,314,Caloundra,AU,Mantle clock,Clocks / alarm clocks,Unknown/n.a.,yes,3.0
26690,2025-08-30,314,Caloundra,AU,Radio / CD / cassette player,Display and sound equipment,Sony,no,1.0
26691,2025-08-30,314,Caloundra,AU,Label printer,Other,Dymo,yes,10.0
26692,2025-08-30,314,Caloundra,AU,Hat,Textile,Kooringal,yes,8.0
26693,2025-08-30,314,Caloundra,AU,Sewing machine,Household appliances electric,Elna,yes,5.0
26694,2025-08-30,314,Caloundra,AU,Kettle,Household appliances electric,Tefal,no,4.0
26695,2025-08-30,314,Caloundra,AU,Stereoset / music centre,Display and sound equipment,Sharp,no,1.0
26696,2025-08-30,314,Caloundra,AU,Wall clock,Clocks / alarm clocks,Coronet,yes,4.0
26697,2025-08-30,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,half,10.0
26699,2025-08-30,314,Caloundra,AU,Tuner / amplifier / CD player,Display and sound equipment,Pioneer,yes,9.0
26700,2025-08-30,314,Caloundra,AU,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
26701,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Pillow case,Textile,Unknown/n.a.,yes,9.0
26702,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Bathrobe / Dressing gown,Textile,Unknown/n.a.,yes,8.0
26703,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Electronic box,Computer equipment / phones,Raspberry Pi,yes,9.0
26704,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Kettle,Household appliances electric,Sunbeam,no,3.0
26705,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Clock,Clocks / alarm clocks,Unknown/n.a.,no,5.0
26706,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Wall clock,Clocks / alarm clocks,Unknown/n.a.,yes,8.0
26707,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
26708,2022-05-28,314,Caloundra,AU,Pressure sprayer / Garden sprayer,Tools non-electric,Nilfisk,no,7.0
26709,2025-08-23,800,Kilsyth - Japara Bridge Community House,AU,Garlic press,Household appliances non-electric,Unknown/n.a.,no,7.0
26710,2022-05-28,314,Caloundra,AU,Alarm clock,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
26711,2022-05-28,314,Caloundra,AU,Vacuum cleaner,Household appliances electric,Kmart,yes,10.0
26712,2022-05-28,314,Caloundra,AU,Cufflink,Jewelry,Unknown/n.a.,yes,10.0
26713,2022-05-28,314,Caloundra,AU,Alarm clock radio,Clocks / alarm clocks,Unknown/n.a.,half,10.0
26714,2022-05-28,314,Caloundra,AU,Tape measure,Tools non-electric,Unknown/n.a.,no,7.0
26715,2022-05-28,314,Caloundra,AU,Wall clock,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
26716,2022-05-28,314,Caloundra,AU,Parasol / Garden umbrella,Other,Unknown/n.a.,yes,10.0
26717,2022-05-28,314,Caloundra,AU,Carriage clock,Clocks / alarm clocks,Unknown/n.a.,half,10.0
26718,2025-05-31,314,Caloundra,AU,Trousers / pants,Textile,Rivers,yes,10.0
26719,2023-05-27,314,Caloundra,AU,Binoculars,Other,Pentacan,half,8.0
26720,2023-07-29,314,Caloundra,AU,Sound card,Display and sound equipment,PreSonus,no,9.0
26721,2023-05-27,314,Caloundra,AU,Drinking cup,Other,Royal Albert,yes,5.0
26722,2022-03-26,314,Caloundra,AU,Turntable / record player,Display and sound equipment,Sharp,yes,7.0
26723,2022-03-26,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
26724,2022-03-26,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
26725,2022-03-26,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
26726,2022-03-26,314,Caloundra,AU,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
26727,2025-03-09,928,Urmston,GB,Blender,Household appliances electric,SilverCrest,no,8.0
26728,2025-03-09,928,Urmston,GB,Musical toy / Toy that makes sound,Toys electric,Vtech,yes,9.0
26730,2025-09-17,419,Seyssinet-Pariset,FR,Vacuum cleaner,Household appliances electric,Bosch,yes,5.0
26731,2025-09-17,419,Seyssinet-Pariset,FR,Cool box,Household appliances electric,Unknown/n.a.,yes,2.0
26732,2025-09-17,419,Seyssinet-Pariset,FR,Jacket / Blazer,Textile,Unknown/n.a.,yes,6.0
26733,2025-09-17,419,Seyssinet-Pariset,FR,Electric heater / radiator,Household appliances electric,Unknown/n.a.,no,6.0
26734,2025-09-17,419,Seyssinet-Pariset,FR,Bag,Textile,Unknown/n.a.,yes,10.0
26735,2025-09-17,419,Seyssinet-Pariset,FR,Printer,Computer equipment / phones,Canon,no,5.0
26736,2025-09-17,419,Seyssinet-Pariset,FR,Printer,Computer equipment / phones,Canon,no,4.0
26737,2025-09-17,419,Seyssinet-Pariset,FR,Egg beater,Household appliances electric,Domedia,yes,6.0
26738,2025-09-17,419,Seyssinet-Pariset,FR,Coffee maker,Household appliances electric,Philips,yes,6.0
26739,2025-09-17,419,Seyssinet-Pariset,FR,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
26740,2025-09-17,419,Seyssinet-Pariset,FR,Trousers / pants,Textile,Unknown/n.a.,no,10.0
26741,2025-09-17,419,Seyssinet-Pariset,FR,Trousers / pants,Textile,Unknown/n.a.,no,10.0
26749,2025-09-17,419,Seyssinet-Pariset,FR,Computer,Computer equipment / phones,Acer,no,6.0
26750,2025-09-17,419,Seyssinet-Pariset,FR,Radio,Display and sound equipment,Grundig,no,6.0
26751,2025-09-17,419,Seyssinet-Pariset,FR,Toaster,Household appliances electric,ElectroTek,yes,6.0
26752,2025-09-17,419,Seyssinet-Pariset,FR,Toaster,Household appliances electric,Unknown/n.a.,yes,6.0
26753,2025-09-17,419,Seyssinet-Pariset,FR,Vacuum cleaner,Household appliances electric,Rowenta,yes,6.0
26755,2025-08-23,889,Warwick UK,GB,Jacket / Blazer,Textile,Unknown/n.a.,yes,2.0
26757,2025-08-23,889,Warwick UK,GB,Trousers / pants,Textile,Unknown/n.a.,yes,2.0
26767,2025-08-23,889,Warwick UK,GB,Toy dog,Other,Unknown/n.a.,yes,3.0
26770,2025-09-17,419,Seyssinet-Pariset,FR,Sewing machine,Household appliances electric,SilverCrest,yes,10.0
26780,2025-09-17,889,Warwick UK,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,9.0
26781,2025-09-17,640,Rotterdam-Schiebroek,NL,Blender,Household appliances electric,KitchenAid,no,1.0
26783,2025-09-17,640,Rotterdam-Schiebroek,NL,Sewing machine,Household appliances electric,Singer,yes,8.0
26784,2025-09-17,640,Rotterdam-Schiebroek,NL,Handheld vacuum cleaner,Household appliances electric,Dyson,no,1.0
26785,2025-09-17,419,Seyssinet-Pariset,FR,Stereoset / music centre,Display and sound equipment,Denon,yes,6.0
26789,2025-09-17,419,Seyssinet-Pariset,FR,Jacket / Blazer,Textile,Unknown/n.a.,yes,10.0
26796,2025-09-17,640,Rotterdam-Schiebroek,NL,Sandwich maker,Household appliances electric,Tomado,yes,8.0
26799,2025-09-17,640,Rotterdam-Schiebroek,NL,Sewing machine,Household appliances electric,Primus,yes,1.0
26800,2025-09-17,419,Seyssinet-Pariset,FR,Printer,Computer equipment / phones,Canon,no,6.0
26803,2025-09-17,419,Seyssinet-Pariset,FR,Toaster,Household appliances electric,Philips,no,6.0
26806,2025-09-17,640,Rotterdam-Schiebroek,NL,Steam iron / Steam ironing station,Household appliances electric,Tefal,yes,4.0
26809,2025-09-17,419,Seyssinet-Pariset,FR,Vacuum cleaner,Household appliances electric,Miele,yes,6.0
26812,2025-09-17,419,Seyssinet-Pariset,FR,Cafetiere,Household appliances electric,Magimix,yes,6.0
26816,2025-09-17,419,Seyssinet-Pariset,FR,Electric cool box,Household appliances electric,Unknown/n.a.,yes,7.0
26820,2025-09-17,419,Seyssinet-Pariset,FR,Shorts,Textile,Unknown/n.a.,yes,10.0
26824,2025-09-17,419,Seyssinet-Pariset,FR,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
26826,2025-09-17,419,Seyssinet-Pariset,FR,Ironing board,Household appliances non-electric,Unknown/n.a.,yes,10.0
26827,2025-09-17,640,Rotterdam-Schiebroek,NL,Fan heater,Household appliances electric,Tristar,half,5.0
26829,2025-09-17,419,Seyssinet-Pariset,FR,Motor,Other,Unknown/n.a.,no,5.0
26832,2025-09-17,419,Seyssinet-Pariset,FR,Lawn mower / lawn raker,Tools electric,Unknown/n.a.,half,6.0
26834,2025-09-17,640,Rotterdam-Schiebroek,NL,Vacuum cleaner,Household appliances electric,Blokker,yes,7.0
26836,2025-09-17,640,Rotterdam-Schiebroek,NL,Sparkling water maker / SodaStream,Household appliances electric,SodaStream,yes,8.0
26839,2025-09-17,419,Seyssinet-Pariset,FR,Night light,Household appliances electric,Unknown/n.a.,yes,10.0
26841,2025-09-17,640,Rotterdam-Schiebroek,NL,Cup warmer,Household appliances electric,Jura,no,1.0
26842,2025-09-17,419,Seyssinet-Pariset,FR,Flag,Textile,Unknown/n.a.,yes,10.0
26843,2025-09-17,419,Seyssinet-Pariset,FR,Scales,Household appliances electric,Unknown/n.a.,yes,10.0
26844,2025-09-17,640,Rotterdam-Schiebroek,NL,Printer / scanner,Computer equipment / phones,HP,yes,8.0
26851,2025-08-23,889,Warwick UK,GB,Necklace / Chain,Jewelry,Unknown/n.a.,no,1.0
26859,2025-09-13,134,Rodenberg,DE,Cd / dvd player,Display and sound equipment,Ciatronic,yes,10.0
26862,2025-09-13,134,Rodenberg,DE,Grass trimmer,Tools electric,Ferrex,yes,10.0
26865,2025-09-13,134,Rodenberg,DE,Toy figure,Toys electric,Unknown/n.a.,yes,10.0
26868,2025-09-13,134,Rodenberg,DE,Vacuum cleaner,Household appliances electric,Miele,no,6.0
26870,2025-08-23,889,Warwick UK,GB,Drawer,Furniture,Unknown/n.a.,yes,10.0
26872,2025-09-13,134,Rodenberg,DE,Electric drill / Power drill,Tools electric,AEG,yes,10.0
26876,2025-09-13,134,Rodenberg,DE,Kitchen scales,Household appliances electric,TCM,yes,10.0
26877,2025-08-23,889,Warwick UK,GB,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,10.0
26878,2025-09-13,134,Rodenberg,DE,Stick mixer / Hand blender,Household appliances electric,ESGE,yes,5.0
26879,2025-09-13,134,Rodenberg,DE,Epilator,Household appliances electric,Braun,no,6.0
26882,2025-09-13,134,Rodenberg,DE,Turntable / record player,Display and sound equipment,Telefunken,yes,5.0
26886,2025-09-13,134,Rodenberg,DE,Toy car,Toys electric,Fisher-Price,yes,10.0
26889,2025-09-13,134,Rodenberg,DE,Hand drill,Tools electric,Bosch,yes,8.0
26892,2025-09-13,134,Rodenberg,DE,Speaker,Display and sound equipment,JBL,no,6.0
26893,2025-09-13,134,Rodenberg,DE,Vacuum cleaner,Household appliances electric,Intertek,yes,10.0
26894,2025-06-28,889,Warwick UK,GB,Chair,Furniture,Unknown/n.a.,yes,9.0
26895,2025-09-13,134,Rodenberg,DE,Grass trimmer,Tools electric,Gardena,yes,10.0
26896,2025-06-28,889,Warwick UK,GB,Bracelet,Jewelry,Unknown/n.a.,half,9.0
26897,2025-09-13,134,Rodenberg,DE,Battery,Tools electric,Medion,no,5.0
26899,2025-09-13,134,Rodenberg,DE,Radio / amplifier,Display and sound equipment,Bose,yes,8.0
26901,2025-07-26,889,Warwick UK,GB,Strimmer,Tools electric,Worx,yes,8.0
26902,2025-06-28,889,Warwick UK,GB,Clothing / garment,Textile,Unknown/n.a.,half,6.0
26907,2025-07-26,889,Warwick UK,GB,Dehumidifier,Household appliances electric,Challenge,yes,10.0
26909,2025-07-26,889,Warwick UK,GB,Clothing / garment,Textile,FatFace,yes,7.0
26910,2025-07-26,889,Warwick UK,GB,Bracelet,Jewelry,Pandora,yes,3.0
26912,2025-07-26,889,Warwick UK,GB,Handbag / purse / clutch bag,Textile,Unknown/n.a.,yes,8.0
26913,2025-07-26,889,Warwick UK,GB,Vacuum cleaner,Household appliances electric,Shark Rocket,half,5.0
26915,2025-06-28,889,Warwick UK,GB,Ornament,Other,Unknown/n.a.,yes,10.0
26916,2025-07-26,889,Warwick UK,GB,Table,Furniture,Unknown/n.a.,yes,6.0
26917,2025-07-26,889,Warwick UK,GB,Radio / tape recorder,Display and sound equipment,Unknown/n.a.,yes,9.0
26921,2025-07-26,889,Warwick UK,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
26923,2025-06-28,889,Warwick UK,GB,Table lamp,Household appliances electric,Unknown/n.a.,yes,8.0
26926,2025-06-28,889,Warwick UK,GB,Mirror,Other,Unknown/n.a.,yes,1.0
26927,2025-06-28,889,Warwick UK,GB,Hair straightener / Hot brush,Household appliances electric,Unknown/n.a.,yes,4.0
26929,2025-07-26,889,Warwick UK,GB,Sunglasses,Other,Unknown/n.a.,half,10.0
26931,2025-07-26,889,Warwick UK,GB,Hat,Textile,Unknown/n.a.,yes,10.0
26933,2025-06-28,889,Warwick UK,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,half,9.0
26934,2025-07-26,889,Warwick UK,GB,DAB+ radio,Display and sound equipment,Pure,no,5.0
26935,2025-07-26,889,Warwick UK,GB,Vacuum cleaner,Household appliances electric,Vax,yes,3.0
26936,2025-09-17,920,Southbourne,GB,Musical toy / Toy that makes sound,Toys electric,Unknown/n.a.,yes,9.0
26937,2025-06-28,889,Warwick UK,GB,Backpack / Rucksack,Textile,M&S,yes,5.0
26938,2025-07-26,889,Warwick UK,GB,Vacuum cleaner,Household appliances electric,Vax,half,8.0
26940,2025-06-28,889,Warwick UK,GB,Radio,Display and sound equipment,Pyro,yes,5.0
26941,2025-07-26,889,Warwick UK,GB,Tens machine,Household appliances electric,Unknown/n.a.,no,1.0
26949,2025-06-28,889,Warwick UK,GB,Speaker,Display and sound equipment,Unknown/n.a.,no,1.0
26995,2025-09-13,134,Rodenberg,DE,E-Bike charger,Bicycles,Unknown/n.a.,no,7.0
26996,2025-09-13,134,Rodenberg,DE,Microwave,Household appliances electric,Unknown/n.a.,yes,8.0
26997,2025-09-13,134,Rodenberg,DE,Radio,Display and sound equipment,Panasonic,yes,8.0
26998,2025-09-13,134,Rodenberg,DE,Vacuum cleaner,Household appliances electric,Black+Decker,no,5.0
26999,2025-09-13,134,Rodenberg,DE,Home electric charger,Tools electric,New Bright,half,9.0
27000,2025-09-13,134,Rodenberg,DE,Grass trimmer,Tools electric,Unknown/n.a.,yes,5.0
27001,2025-09-13,134,Rodenberg,DE,Weather station,Other,Unknown/n.a.,no,8.0
27012,2025-09-06,798,Cranleigh,GB,Speaker,Display and sound equipment,Sony,yes,8.0
27015,2025-09-06,798,Cranleigh,GB,Foot massage machine,Household appliances electric,Revitive,yes,10.0
27018,2025-09-06,798,Cranleigh,GB,Mobility scooter,Other,Unknown/n.a.,yes,6.0
27022,2025-09-06,798,Cranleigh,GB,Electric mountain bike / E-bike MTB,Bicycles,Raleigh,yes,7.0
27023,2025-09-06,798,Cranleigh,GB,Hair dryer,Household appliances electric,Ghd,yes,9.0
27029,2025-09-13,685,Nantes Erdre,FR,Chair,Furniture,Unknown/n.a.,yes,6.0
27030,2025-09-13,685,Nantes Erdre,FR,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,6.0
27031,2025-09-13,685,Nantes Erdre,FR,Dress,Textile,Unknown/n.a.,yes,7.0
