index,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
93256,2022-10-30,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Philips,yes,9.0
93257,2022-10-30,36,Zwolle-Aa-landen,NL,Amplifier,Display and sound equipment,Quad,yes,9.0
93258,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,4.0
93259,2022-10-30,36,Zwolle-Aa-landen,NL,Upright vacuum cleaner,Household appliances electric,Beko,no,3.0
93260,2022-10-30,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,C&A,yes,6.0
93261,2022-10-30,36,Zwolle-Aa-landen,NL,Dress,Textile,Unknown/n.a.,yes,4.0
93262,2022-10-30,36,Zwolle-Aa-landen,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,4.0
93263,2022-10-29,455,Lavaur,FR,Sheet,Textile,Unknown/n.a.,yes,4.0
93264,2022-10-29,455,Lavaur,FR,Electric hedge trimmer,Tools electric,Unknown/n.a.,yes,2.0
93265,2022-10-29,250,Madrid Medialab Matadero,ES,Handheld vacuum cleaner,Household appliances electric,Bosch,yes,4.0
93266,2022-10-29,250,Madrid Medialab Matadero,ES,Photo camera,Display and sound equipment,Fujifilm,half,6.0
93267,2022-10-29,250,Madrid Medialab Matadero,ES,E-reader / E-book reader,Computer equipment / phones,Tagus,half,10.0
93268,2022-09-24,330,Miribel,FR,Bicycle / Bike,Bicycles,Orbea,yes,10.0
93269,2022-10-29,398,Marsien,FR,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
93270,2022-10-29,398,Marsien,FR,Printer,Computer equipment / phones,Epson,half,4.0
93271,2022-10-29,398,Marsien,FR,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
93272,2022-10-26,381,Saint Vivien 17220,FR,Label printer,Computer equipment / phones,Dymo,yes,8.0
93273,2022-10-29,398,Marsien,FR,Video projector,Display and sound equipment,Philips,half,10.0
93274,2022-10-29,398,Marsien,FR,Curling iron,Household appliances electric,Ghd,half,10.0
93275,2022-10-29,398,Marsien,FR,Vacuum cleaner,Household appliances electric,Dyson,yes,7.0
93276,2022-10-29,398,Marsien,FR,Printer,Computer equipment / phones,Epson,yes,10.0
93277,2022-10-29,398,Marsien,FR,Kettle,Household appliances electric,Tefal,yes,9.0
93278,2022-10-29,398,Marsien,FR,Oven,Household appliances electric,De Dietrich,half,10.0
93279,2022-10-29,17,Utrecht-Oost,NL,Shaver / Razor,Household appliances electric,Braun,yes,10.0
93280,2022-10-29,398,Marsien,FR,Desk lamp,Household appliances electric,Ikea,half,10.0
93281,2022-10-29,398,Marsien,FR,Vacuum cleaner,Household appliances electric,Tornado,yes,7.0
93282,2022-10-29,455,Lavaur,FR,Bicycle / Bike,Bicycles,MBK,yes,10.0
93283,2022-10-29,455,Lavaur,FR,Clothing / garment,Textile,Unknown/n.a.,yes,8.0
93284,2022-10-29,455,Lavaur,FR,Electric lawnmower,Tools electric,Mr. Bricolage,yes,7.0
93285,2022-10-29,455,Lavaur,FR,Computer,Computer equipment / phones,LG,yes,1.0
93286,2022-10-29,455,Lavaur,FR,Meat slicer,Household appliances electric,Unknown/n.a.,yes,5.0
93287,2022-10-29,455,Lavaur,FR,Television,Display and sound equipment,LG,no,6.0
93288,2022-10-29,455,Lavaur,FR,Vacuum cleaner,Household appliances electric,Miele,yes,10.0
93289,2022-10-29,455,Lavaur,FR,Vacuum cleaner,Household appliances electric,Rowenta,yes,8.0
93290,2022-10-29,455,Lavaur,FR,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
93291,2022-10-29,455,Lavaur,FR,Screw drill,Tools electric,McKenzie,no,5.0
93292,2022-10-29,455,Lavaur,FR,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,10.0
93293,2022-10-29,455,Lavaur,FR,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,10.0
93294,2022-10-29,455,Lavaur,FR,Clothing / garment,Textile,Unknown/n.a.,yes,8.0
93295,2022-10-29,455,Lavaur,FR,Smartphone,Computer equipment / phones,Samsung,no,10.0
93296,2022-10-29,455,Lavaur,FR,Laptop,Computer equipment / phones,Asus,no,1.0
93297,2022-10-29,455,Lavaur,FR,Chopper,Household appliances electric,Seb,yes,7.0
93298,2022-10-29,455,Lavaur,FR,Laptop,Computer equipment / phones,Acer,no,3.0
93299,2022-10-29,455,Lavaur,FR,Fan heater,Household appliances electric,Rowenta,half,6.0
93300,2022-10-29,455,Lavaur,FR,Chopper,Household appliances electric,Quigg,yes,8.0
93301,2022-10-29,455,Lavaur,FR,Rotary plate / rotating plate / Lazy Susan,Household appliances non-electric,Sony,yes,10.0
93302,2022-10-29,455,Lavaur,FR,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,10.0
93303,2022-10-29,455,Lavaur,FR,Printer,Computer equipment / phones,Epson,half,10.0
93304,2022-10-29,455,Lavaur,FR,Vacuum cleaner,Household appliances electric,Rowenta,yes,5.0
93305,2022-10-29,195,Ochtrup DE,DE,Food processor,Household appliances electric,Bosch,yes,3.0
93306,2022-10-29,195,Ochtrup DE,DE,Electric heater / radiator,Household appliances electric,EWT,yes,9.0
93307,2022-10-29,195,Ochtrup DE,DE,Mixer / Blender,Household appliances electric,Jupiter,yes,3.0
93308,2022-10-29,195,Ochtrup DE,DE,Vacuum cleaner,Household appliances electric,AEG Electrolux,yes,9.0
93309,2022-10-26,381,Saint Vivien 17220,FR,Curtain,Textile,No Name,yes,6.0
93310,2022-09-20,381,Saint Vivien 17220,FR,Dishwasher,Household appliances electric,Whirlpool,no,9.0
93311,2022-10-26,381,Saint Vivien 17220,FR,Bicycle / Bike,Bicycles,No Name,yes,4.0
93312,2022-10-26,381,Saint Vivien 17220,FR,Bicycle / Bike,Bicycles,No Name,yes,5.0
93313,2022-10-26,381,Saint Vivien 17220,FR,Percolator,Household appliances non-electric,Masterkitchen,yes,3.0
93314,2022-10-15,381,Saint Vivien 17220,FR,Coffee maker,Household appliances electric,KitchenChef,yes,2.0
93315,2022-10-19,412,Terheijden,NL,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,10.0
93316,2022-10-05,412,Terheijden,NL,Clothing / garment,Textile,Unknown/n.a.,yes,4.0
93317,2022-10-05,412,Terheijden,NL,Steam cleaner,Household appliances electric,Shark,no,7.0
93318,2022-10-05,412,Terheijden,NL,Hammer blow drill,Tools electric,Makita,no,6.0
93319,2022-10-05,412,Terheijden,NL,Coffee maker,Household appliances electric,Nespresso,no,1.0
93320,2022-10-05,412,Terheijden,NL,Clock,Clocks / alarm clocks,NUFA,no,7.0
93321,2022-10-05,412,Terheijden,NL,E-bike,Bicycles,Icycle,no,1.0
93322,2022-10-05,412,Terheijden,NL,Bicycle / Bike,Bicycles,Koga Miyata,yes,10.0
93323,2022-10-05,412,Terheijden,NL,Clothing / garment,Textile,Unknown/n.a.,no,2.0
93324,2022-10-05,412,Terheijden,NL,Laptop,Computer equipment / phones,Asus,half,1.0
93325,2022-10-05,412,Terheijden,NL,Laptop,Computer equipment / phones,Acer,half,4.0
93326,2022-10-19,412,Terheijden,NL,Trousers / pants,Textile,Unknown/n.a.,no,7.0
93327,2022-10-19,412,Terheijden,NL,Bra,Textile,Unknown/n.a.,yes,8.0
93328,2022-10-19,412,Terheijden,NL,Towel,Textile,Hema,yes,10.0
93329,2022-10-19,412,Terheijden,NL,Clock,Clocks / alarm clocks,Nuva,no,8.0
93330,2022-10-19,412,Terheijden,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,10.0
93331,2022-10-19,412,Terheijden,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,2.0
93332,2022-10-19,412,Terheijden,NL,Clock,Clocks / alarm clocks,Unknown/n.a.,half,2.0
93333,2022-10-19,412,Terheijden,NL,Brooch,Jewelry,Unknown/n.a.,yes,10.0
93334,2022-10-19,412,Terheijden,NL,Laminator,Household appliances electric,Fellowes,yes,8.0
93335,2022-10-19,412,Terheijden,NL,Upright vacuum cleaner,Household appliances electric,Dyson,half,10.0
93336,2022-10-19,412,Terheijden,NL,Construction light,Household appliances electric,Promax,no,10.0
93337,2022-10-19,412,Terheijden,NL,Wine cooler,Household appliances electric,Bartscher,no,3.0
93338,2022-10-19,412,Terheijden,NL,Handheld vacuum cleaner,Household appliances electric,Dyson,half,5.0
93339,2022-10-19,412,Terheijden,NL,Clock,Clocks / alarm clocks,Seiko,yes,9.0
93340,2022-10-19,412,Terheijden,NL,Coffee maker,Household appliances electric,Douwe Egberts,no,6.0
93341,2022-10-19,412,Terheijden,NL,Vacuum cleaner,Household appliances electric,Severin,no,10.0
93342,2022-09-24,426,Nijmegen-Noord,NL,Food processor,Household appliances electric,Braun,half,5.0
93343,2022-09-24,426,Nijmegen-Noord,NL,Vacuum cleaner,Household appliances electric,Kärcher,yes,1.0
93344,2022-09-24,426,Nijmegen-Noord,NL,Vacuum cleaner,Household appliances electric,Miele,yes,7.0
93345,2022-09-24,426,Nijmegen-Noord,NL,Turntable / record player,Display and sound equipment,Lenco,half,4.0
93346,2022-09-24,426,Nijmegen-Noord,NL,Sandwich maker,Household appliances electric,Princess,no,10.0
93347,2022-09-24,426,Nijmegen-Noord,NL,Robotic vacuum cleaner,Household appliances electric,Roomba,yes,8.0
93348,2022-10-19,412,Terheijden,NL,Vacuum cleaner,Household appliances electric,Miele,yes,7.0
93349,2022-10-19,412,Terheijden,NL,Laptop,Computer equipment / phones,Asus,yes,9.0
93350,2022-09-24,426,Nijmegen-Noord,NL,Underwear,Textile,Unknown/n.a.,yes,5.0
93351,2022-09-24,426,Nijmegen-Noord,NL,Sandwich maker,Household appliances electric,BestHome,no,10.0
93352,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Electric hedge trimmer,Tools electric,Bosch,no,7.0
93353,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Shaver / Razor,Household appliances electric,Philips,yes,9.0
93354,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Coffee maker,Household appliances electric,Magimix Nespresso,yes,4.0
93355,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,yes,10.0
93356,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Pendant,Jewelry,Unknown/n.a.,yes,10.0
93357,2022-03-04,374,Zwolle Stadkamer,NL,Radio,Display and sound equipment,PerfectPro,yes,7.0
93358,2022-09-03,351,Wellington,NZ,Coat / Jacket,Textile,Unknown/n.a.,yes,4.0
93359,2022-09-03,351,Wellington,NZ,Trousers / pants,Textile,Capture,yes,5.0
93360,2022-09-03,351,Wellington,NZ,Track pants,Textile,Unknown/n.a.,yes,6.0
93361,2022-09-03,351,Wellington,NZ,Jeans,Textile,Levi's,yes,4.0
93362,2022-09-03,351,Wellington,NZ,Jeans,Textile,Levi's,yes,4.0
93363,2022-09-03,351,Wellington,NZ,Jeans,Textile,Levi's,yes,4.0
93364,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Shaver / Razor,Household appliances electric,Philips,yes,8.0
93365,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Knife sharpener,Household appliances electric,Philips,yes,9.0
93366,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,USB network adapter,Computer equipment / phones,Unknown/n.a.,yes,6.0
93367,2022-10-21,114,Nieuwerkerk aan den IJssel,NL,Electric window wiper,Household appliances electric,Kärcher,yes,8.0
93368,2022-10-22,250,Madrid Medialab Matadero,ES,Epilator,Household appliances electric,Braun,yes,10.0
93369,2022-10-22,250,Madrid Medialab Matadero,ES,Stick mixer / Hand blender,Household appliances electric,Braun,yes,10.0
93370,2022-10-22,250,Madrid Medialab Matadero,ES,Microwave,Household appliances electric,Daewoo,yes,7.0
93371,2022-10-22,250,Madrid Medialab Matadero,ES,Smartphone,Computer equipment / phones,Xiaomi,yes,5.0
93372,2022-10-08,146,Weymouth,GB,Shoe,Other,Scarpa,yes,10.0
93373,2022-10-08,146,Weymouth,GB,Christmas decoration,Other,Unknown/n.a.,no,9.0
93374,2022-10-08,146,Weymouth,GB,Jacket / Blazer,Textile,Unknown/n.a.,no,1.0
93375,2022-10-08,146,Weymouth,GB,Radio,Display and sound equipment,Unknown/n.a.,yes,5.0
93376,2022-10-08,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,8.0
93377,2022-10-08,146,Weymouth,GB,Toaster,Household appliances electric,Smeg,no,1.0
93378,2022-10-08,146,Weymouth,GB,Radio / CD player,Display and sound equipment,Panasonic,no,1.0
93379,2022-10-08,146,Weymouth,GB,Shoulder bag,Textile,Unknown/n.a.,half,3.0
93380,2022-10-08,146,Weymouth,GB,Necklace / Chain,Jewelry,Unknown/n.a.,yes,10.0
93381,2022-10-08,146,Weymouth,GB,Electric heater / radiator,Household appliances electric,Unknown/n.a.,no,3.0
93382,2022-10-08,146,Weymouth,GB,Boot,Other,Unknown/n.a.,yes,5.0
93383,2022-10-08,146,Weymouth,GB,Bracelet,Jewelry,Unknown/n.a.,half,5.0
93384,2022-10-08,146,Weymouth,GB,Earrings,Jewelry,Garrins,yes,8.0
93385,2022-10-08,146,Weymouth,GB,Wrist watch,Clocks / alarm clocks,Radley,yes,8.0
93386,2022-10-08,146,Weymouth,GB,Radio,Display and sound equipment,Majority,yes,3.0
93387,2022-10-08,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Verve,yes,8.0
93388,2022-10-08,146,Weymouth,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,yes,8.0
93389,2022-10-08,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,8.0
93390,2022-10-08,146,Weymouth,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,3.0
93391,2022-10-08,146,Weymouth,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,2.0
93392,2022-10-08,146,Weymouth,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,yes,4.0
93393,2022-10-08,146,Weymouth,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,4.0
93394,2022-10-23,146,Weymouth,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,yes,4.0
93395,2022-10-23,146,Weymouth,GB,Dress,Textile,Unknown/n.a.,yes,9.0
93396,2022-10-08,146,Weymouth,GB,Lightsaber,Toys electric,Sabneo,no,4.0
93397,2022-10-08,146,Weymouth,GB,Laptop,Computer equipment / phones,Lenovo,no,4.0
93398,2022-10-08,146,Weymouth,GB,Microwave,Household appliances electric,Panasonic,yes,4.0
93399,2022-10-08,146,Weymouth,GB,Slowcooker / Crock pot,Household appliances electric,Toyomi,yes,3.0
93400,2022-10-08,146,Weymouth,GB,Sewing machine,Household appliances electric,Sew Land,no,9.0
93401,2022-10-23,156,Bourgoin-Jallieu,FR,Video / DVD player / recorder,Display and sound equipment,Philips,yes,8.0
93402,2022-10-23,156,Bourgoin-Jallieu,FR,Display / Monitor,Display and sound equipment,HKC,yes,9.0
93403,2022-10-23,156,Bourgoin-Jallieu,FR,Sander,Tools electric,Parkside,half,9.0
93404,2022-10-23,156,Bourgoin-Jallieu,FR,Sewing machine,Household appliances electric,Singer,yes,9.0
93405,2022-10-23,156,Bourgoin-Jallieu,FR,Smartphone,Computer equipment / phones,Wiko,yes,8.0
93406,2022-10-23,156,Bourgoin-Jallieu,FR,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
93407,2022-10-23,156,Bourgoin-Jallieu,FR,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,9.0
93408,2022-10-23,156,Bourgoin-Jallieu,FR,Coffee maker,Household appliances electric,Dolce gusto,yes,5.0
93409,2022-10-23,156,Bourgoin-Jallieu,FR,Electric heater / radiator,Household appliances electric,Unknown/n.a.,half,5.0
93410,2022-10-23,156,Bourgoin-Jallieu,FR,Steam iron / Steam ironing station,Household appliances electric,Astoria,half,5.0
93411,2022-10-23,156,Bourgoin-Jallieu,FR,Microwave,Household appliances electric,Moulinex,half,4.0
93412,2022-10-23,156,Bourgoin-Jallieu,FR,Touchpad / trackpad,Computer equipment / phones,Danew,no,8.0
93413,2022-10-22,249,Coventry,GB,Hair dryer,Household appliances electric,Babyliss,no,5.0
93414,2022-10-22,249,Coventry,GB,CD / Cassette player,Display and sound equipment,Alba,no,5.0
93415,2022-10-22,249,Coventry,GB,Printer / scanner,Computer equipment / phones,Dell,no,1.0
93416,2022-10-22,249,Coventry,GB,Doll,Toys non-electric,Unknown/n.a.,yes,8.0
93417,2022-10-22,249,Coventry,GB,Radio / CD player,Display and sound equipment,Sony,yes,3.0
93418,2022-10-22,249,Coventry,GB,Rosary,Jewelry,Unknown/n.a.,yes,9.0
93419,2022-10-22,249,Coventry,GB,Toy car,Toys electric,Super Robot,yes,7.0
93420,2022-10-22,249,Coventry,GB,DAB+ radio,Display and sound equipment,Roberts,yes,7.0
93421,2022-10-22,249,Coventry,GB,Ceiling lamp,Household appliances electric,Searchlight Electrical,yes,8.0
93422,2022-10-22,249,Coventry,GB,Handheld vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,5.0
93423,2022-10-22,249,Coventry,GB,Microwave,Household appliances electric,Unknown/n.a.,yes,2.0
93424,2022-09-24,249,Coventry,GB,Teddy bear,Toys non-electric,Unknown/n.a.,yes,7.0
93425,2022-09-24,249,Coventry,GB,Toy car,Toys non-electric,Unknown/n.a.,yes,10.0
93426,2022-09-24,249,Coventry,GB,Storage box,Household appliances non-electric,Ikea,no,10.0
93427,2022-09-24,249,Coventry,GB,Knife / knives / scissors,Household appliances non-electric,Unknown/n.a.,yes,9.0
93428,2022-09-24,249,Coventry,GB,Sewing machine,Household appliances electric,Frister & Rossmann,yes,7.0
93429,2022-09-24,249,Coventry,GB,Vacuum cleaner,Household appliances electric,Asda,yes,10.0
93430,2022-09-24,249,Coventry,GB,Shoulder bag,Textile,Unknown/n.a.,yes,7.0
93431,2022-09-24,249,Coventry,GB,DVD player / recorder,Display and sound equipment,Majority,half,3.0
93432,2022-09-24,249,Coventry,GB,Cuddly toy / Stuffed toy / Plushie / Soft toy,Toys non-electric,Unknown/n.a.,half,7.0
93433,2022-09-24,249,Coventry,GB,Mixer / Blender,Household appliances electric,Kenwood,yes,1.0
93434,2022-10-22,250,Madrid Medialab Matadero,ES,Robotic vacuum cleaner,Household appliances electric,Cecotec,yes,8.0
93435,2022-10-08,250,Madrid Medialab Matadero,ES,Toaster,Household appliances electric,Severin,no,3.0
93436,2022-10-08,250,Madrid Medialab Matadero,ES,Headphones,Display and sound equipment,Philips,yes,9.0
93437,2022-10-08,250,Madrid Medialab Matadero,ES,Toy helicopter,Toys electric,Jamara,yes,6.0
93438,2022-10-21,387,Tivon,IL,Necklace / Chain,Jewelry,Unknown/n.a.,yes,9.0
93439,2022-10-21,387,Tivon,IL,Necklace / Chain,Jewelry,Unknown/n.a.,yes,10.0
93440,2022-10-21,387,Tivon,IL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
93441,2022-10-21,387,Tivon,IL,Bracelet,Jewelry,Unknown/n.a.,yes,9.0
93442,2022-10-21,387,Tivon,IL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
93443,2022-10-21,387,Tivon,IL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
93444,2022-10-21,387,Tivon,IL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
93445,2022-10-21,387,Tivon,IL,Radio / CD player,Display and sound equipment,Unknown/n.a.,yes,6.0
93446,2022-10-21,387,Tivon,IL,Backpack / Rucksack,Textile,Unknown/n.a.,yes,8.0
93447,2022-10-21,387,Tivon,IL,Massage equipment / Massager,Household appliances electric,Unknown/n.a.,yes,9.0
93448,2022-10-21,387,Tivon,IL,Shoulder bag,Textile,Unknown/n.a.,yes,9.0
93449,2022-10-21,387,Tivon,IL,Hammock,Textile,Unknown/n.a.,yes,9.0
93450,2022-10-21,387,Tivon,IL,Stool,Furniture,Unknown/n.a.,yes,6.0
93451,2022-10-21,387,Tivon,IL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
93452,2022-10-21,387,Tivon,IL,Pillow case,Textile,Unknown/n.a.,yes,10.0
93453,2022-10-21,387,Tivon,IL,Muscle stimulator,Other,Suntown,yes,10.0
93454,2022-10-21,387,Tivon,IL,Fridge,Household appliances electric,Sauter,yes,10.0
93455,2022-10-15,250,Madrid Medialab Matadero,ES,Stereoset / music centre,Display and sound equipment,Mx Onda,yes,5.0
93456,2022-09-24,426,Nijmegen-Noord,NL,Curtain,Textile,Unknown/n.a.,yes,10.0
93457,2022-10-15,250,Madrid Medialab Matadero,ES,Toy,Toys electric,Vtech,yes,7.0
93458,2022-10-15,250,Madrid Medialab Matadero,ES,Headphones,Display and sound equipment,Oqan,yes,5.0
93459,2022-10-15,250,Madrid Medialab Matadero,ES,Steam iron / Steam ironing station,Household appliances electric,Rowenta,no,5.0
93460,2022-10-15,250,Madrid Medialab Matadero,ES,Desk lamp,Household appliances electric,Fase,yes,10.0
93461,2022-10-15,250,Madrid Medialab Matadero,ES,Vacuum cleaner,Household appliances electric,Vorwerk,yes,10.0
93462,2022-10-15,250,Madrid Medialab Matadero,ES,Electric kettle / Electric jug,Household appliances electric,Scarlett,yes,10.0
93463,2022-10-15,250,Madrid Medialab Matadero,ES,Microphone,Display and sound equipment,Fonestar,half,9.0
93464,2022-05-14,156,Bourgoin-Jallieu,FR,Electric heater / radiator,Household appliances electric,Unknown/n.a.,yes,1.0
93465,2022-09-24,156,Bourgoin-Jallieu,FR,Electric heater / radiator,Household appliances electric,Unknown/n.a.,yes,10.0
93466,2022-09-10,146,Weymouth,GB,Electric heater / radiator,Household appliances electric,Fagor,half,10.0
93467,2022-10-15,354,Landerneau Elorn,FR,Heating element,Household appliances electric,Ecotherm,no,1.0
93468,2022-10-19,419,Seyssinet-Pariset,FR,Steam iron / Steam ironing station,Household appliances electric,Calor,half,8.0
93469,2022-10-19,419,Seyssinet-Pariset,FR,Chainsaw,Tools electric,Stihl,yes,5.0
93470,2022-10-19,419,Seyssinet-Pariset,FR,Blender,Household appliances electric,Moulinex,yes,7.0
93471,2022-10-19,419,Seyssinet-Pariset,FR,Microwave oven,Household appliances electric,Samsung,yes,4.0
93472,2022-10-19,419,Seyssinet-Pariset,FR,Stereoset / music centre,Display and sound equipment,Samsung,yes,8.0
93473,2022-10-19,419,Seyssinet-Pariset,FR,Touchpad / trackpad,Other,Samsung,no,2.0
93474,2022-10-19,419,Seyssinet-Pariset,FR,Blender,Household appliances electric,Moulinex,yes,9.0
93475,2022-10-01,15,Nieuwegein,NL,Vacuum cleaner,Household appliances electric,AEG,yes,7.0
93476,2022-10-01,15,Nieuwegein,NL,Cd / dvd player,Display and sound equipment,Cayin,yes,6.0
93477,2022-10-01,15,Nieuwegein,NL,Sandwich maker,Household appliances electric,Fif,yes,8.0
