index,repair_date,repair_cafe_number,repair_cafe_name,country,kind_of_product,category,brand,repaired,repairability
47173,2024-10-19,129,Maple Ridge,CA,DVD / Blu-ray player,Display and sound equipment,Sharp,yes,10.0
47174,2024-10-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,yes,9.0
47175,2024-10-19,129,Maple Ridge,CA,Book,Other,Unknown/n.a.,yes,1.0
47176,2024-10-19,129,Maple Ridge,CA,Toaster,Household appliances electric,Hamilton Beach,no,1.0
47177,2024-10-19,129,Maple Ridge,CA,Table lamp,Household appliances electric,Unknown/n.a.,half,1.0
47178,2024-10-19,129,Maple Ridge,CA,Toaster,Household appliances electric,Unknown/n.a.,yes,8.0
47179,2024-10-19,129,Maple Ridge,CA,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,half,2.0
47180,2024-10-19,129,Maple Ridge,CA,Jeans,Textile,Unknown/n.a.,yes,3.0
47181,2024-10-19,129,Maple Ridge,CA,Jeans,Textile,Gap,yes,5.0
47182,2024-10-19,129,Maple Ridge,CA,Jeans,Textile,Unknown/n.a.,yes,3.0
47183,2024-10-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,yes,9.0
47184,2024-10-19,129,Maple Ridge,CA,Reading glasses,Other,Unknown/n.a.,no,1.0
47185,2024-10-19,129,Maple Ridge,CA,Kettle,Household appliances electric,Black+Decker,yes,8.0
47186,2024-10-19,129,Maple Ridge,CA,Chair,Furniture,Unknown/n.a.,yes,10.0
47187,2024-10-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Singer,no,1.0
47188,2024-10-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,yes,2.0
47189,2024-10-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,yes,4.0
47190,2024-10-19,129,Maple Ridge,CA,Dress,Textile,Unknown/n.a.,yes,3.0
47191,2024-10-19,129,Maple Ridge,CA,Duvet,Textile,Unknown/n.a.,yes,3.0
47192,2024-10-19,129,Maple Ridge,CA,Christmas decoration,Other,Unknown/n.a.,yes,5.0
47193,2024-10-19,129,Maple Ridge,CA,Speaker,Display and sound equipment,Bluetooth,yes,10.0
47194,2024-10-19,129,Maple Ridge,CA,Speaker,Display and sound equipment,XDOBO,no,3.0
47195,2024-10-19,129,Maple Ridge,CA,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,4.0
47196,2024-10-19,129,Maple Ridge,CA,Key fob,Other,Unknown/n.a.,yes,10.0
47197,2024-10-19,129,Maple Ridge,CA,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
47198,2024-10-19,129,Maple Ridge,CA,Wrist watch,Clocks / alarm clocks,Unknown/n.a.,yes,5.0
47199,2024-10-19,129,Maple Ridge,CA,Bracelet,Jewelry,Unknown/n.a.,yes,7.0
47200,2024-10-19,129,Maple Ridge,CA,Shorts,Textile,Unknown/n.a.,yes,3.0
47201,2024-10-19,129,Maple Ridge,CA,Necklace / Chain,Jewelry,Unknown/n.a.,yes,5.0
47202,2024-10-19,129,Maple Ridge,CA,Christmas decoration,Other,Unknown/n.a.,yes,9.0
47203,2024-10-19,129,Maple Ridge,CA,Table lamp,Household appliances electric,Unknown/n.a.,yes,10.0
47204,2024-10-19,129,Maple Ridge,CA,Handheld fan,Other,Unknown/n.a.,yes,6.0
47205,2024-10-19,129,Maple Ridge,CA,Amplifier,Display and sound equipment,Unknown/n.a.,half,9.0
47206,2024-10-19,129,Maple Ridge,CA,Pendant,Jewelry,Unknown/n.a.,yes,2.0
47207,2024-10-19,129,Maple Ridge,CA,Halloween decoration,Toys electric,Unknown/n.a.,yes,6.0
47208,2024-10-19,129,Maple Ridge,CA,Headphones,Display and sound equipment,Razer,yes,9.0
47209,2024-10-19,129,Maple Ridge,CA,Heating pad / heat cushion,Household appliances electric,Unknown/n.a.,yes,8.0
47210,2024-10-19,129,Maple Ridge,CA,Laptop,Computer equipment / phones,Asus,yes,8.0
47211,2024-10-19,129,Maple Ridge,CA,Massage equipment / Massager,Household appliances electric,Unknown/n.a.,no,3.0
47212,2024-10-19,129,Maple Ridge,CA,Christmas decoration,Household appliances electric,Unknown/n.a.,no,5.0
47213,2024-10-19,129,Maple Ridge,CA,Polisher,Household appliances electric,Unknown/n.a.,no,1.0
47214,2024-10-19,129,Maple Ridge,CA,Bra,Textile,Unknown/n.a.,yes,8.0
47215,2024-10-19,129,Maple Ridge,CA,Bathrobe / Dressing gown,Textile,Unknown/n.a.,yes,10.0
47216,2024-10-19,129,Maple Ridge,CA,Hoodie,Textile,Unknown/n.a.,yes,9.0
47217,2024-10-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Unknown/n.a.,yes,10.0
47218,2024-10-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Kenmore,yes,7.0
47219,2024-10-19,129,Maple Ridge,CA,Sewing machine,Household appliances electric,Singer,yes,8.0
47220,2024-10-19,673,Deventer,NL,Vacuum cleaner,Household appliances electric,Unknown/n.a.,yes,8.0
47221,2024-10-19,673,Deventer,NL,Electric kettle / Electric jug,Household appliances electric,Daewoo,no,1.0
47222,2024-10-19,673,Deventer,NL,Speaker,Display and sound equipment,Logitech,no,6.0
47223,2024-10-19,673,Deventer,NL,Cassette deck,Display and sound equipment,Grundig,half,6.0
47224,2024-10-19,673,Deventer,NL,Coffee maker,Household appliances electric,Nespresso,half,10.0
47225,2024-10-19,673,Deventer,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,half,8.0
47226,2024-10-19,673,Deventer,NL,Toy car,Toys electric,Nikko,no,1.0
47227,2024-10-19,673,Deventer,NL,Electric toothbrush,Household appliances electric,Oral b,half,6.0
47228,2024-10-19,673,Deventer,NL,Toy car,Toys electric,Unknown/n.a.,half,6.0
47229,2024-06-15,673,Deventer,NL,Radio,Display and sound equipment,Sonoro,half,6.0
47230,2024-05-18,673,Deventer,NL,DAT recorder,Display and sound equipment,Technics,half,2.0
47231,2024-05-18,673,Deventer,NL,Vacuum cleaner,Household appliances electric,Miele,half,4.0
47232,2024-10-19,395,Hauset,BE,Home electric charger,Tools electric,Bosch,yes,10.0
47233,2024-10-19,395,Hauset,BE,Chainsaw,Tools electric,Bosch,no,1.0
47234,2024-10-19,395,Hauset,BE,Fan heater,Household appliances electric,AEG,yes,10.0
47235,2024-10-19,395,Hauset,BE,Amplifier,Display and sound equipment,Yamaha,half,3.0
47236,2024-10-19,395,Hauset,BE,Mixer / Blender,Household appliances electric,Rotel,yes,3.0
47237,2024-10-19,395,Hauset,BE,Vacuum cleaner,Household appliances electric,Black+Decker,no,3.0
47238,2024-10-19,395,Hauset,BE,Juice extractor,Household appliances electric,Arendo,no,1.0
47239,2024-10-19,395,Hauset,BE,Leaf blower,Tools electric,Bosch,yes,7.0
47240,2024-10-19,395,Hauset,BE,Coffee maker,Household appliances electric,Philips,yes,2.0
47241,2024-10-19,395,Hauset,BE,Water pump,Household appliances electric,Unknown/n.a.,yes,8.0
47242,2024-10-19,395,Hauset,BE,Juice extractor,Household appliances electric,Jupiter,yes,10.0
47243,2024-10-19,395,Hauset,BE,Toaster,Household appliances electric,W&V,yes,2.0
47244,2024-10-19,395,Hauset,BE,Sack truck / Hand truck / Dolly,Tools non-electric,Unknown/n.a.,yes,7.0
47245,2024-10-19,395,Hauset,BE,Wheelbarrow,Tools non-electric,Unknown/n.a.,yes,8.0
47246,2024-10-19,395,Hauset,BE,Vacuum cleaner,Household appliances electric,AEG,yes,8.0
47247,2024-10-19,395,Hauset,BE,Table lamp,Household appliances electric,Osram,yes,8.0
47248,2024-10-19,395,Hauset,BE,Vacuum cleaner,Household appliances electric,Miele,yes,5.0
47249,2024-10-19,395,Hauset,BE,Speaker,Display and sound equipment,Harman Kardon,yes,8.0
47250,2024-10-19,395,Hauset,BE,Toaster,Household appliances electric,Siemens,yes,5.0
47251,2024-10-05,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47252,2024-10-05,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47253,2024-10-05,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
47254,2024-10-05,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
47255,2024-10-05,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Miele,yes,8.0
47256,2024-10-05,50,Middelburg,NL,Coat / Jacket,Textile,Unknown/n.a.,yes,9.0
47257,2024-10-05,50,Middelburg,NL,Handheld vacuum cleaner,Household appliances electric,Black+Decker,yes,8.0
47258,2024-10-05,50,Middelburg,NL,Train (toy),Toys non-electric,Unknown/n.a.,yes,9.0
47259,2024-10-05,50,Middelburg,NL,Train (toy),Toys non-electric,Unknown/n.a.,yes,9.0
47260,2024-10-05,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47261,2024-10-05,50,Middelburg,NL,Electric hedge trimmer,Tools electric,Bosch,yes,9.0
47262,2024-10-05,50,Middelburg,NL,Toaster,Household appliances electric,Unknown/n.a.,yes,9.0
47263,2024-09-21,50,Middelburg,NL,Sweater / Pullover / Jumper,Textile,Unknown/n.a.,yes,10.0
47264,2024-09-21,50,Middelburg,NL,Jeans,Textile,Unknown/n.a.,yes,10.0
47265,2024-09-21,50,Middelburg,NL,Curtain,Textile,Unknown/n.a.,yes,10.0
47266,2024-09-21,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Dyson,yes,8.0
47267,2024-09-21,50,Middelburg,NL,Table lamp,Household appliances electric,Ikea,yes,9.0
47268,2024-09-21,50,Middelburg,NL,Blouse,Textile,Unknown/n.a.,yes,7.0
47269,2024-09-21,50,Middelburg,NL,Polo shirt,Textile,Unknown/n.a.,yes,10.0
47270,2024-09-21,50,Middelburg,NL,Cardigan,Textile,Unknown/n.a.,yes,8.0
47271,2024-09-21,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
47272,2024-09-21,50,Middelburg,NL,Film projector,Display and sound equipment,Pallas,yes,9.0
47273,2024-09-21,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47274,2024-09-21,50,Middelburg,NL,Handheld vacuum cleaner,Household appliances electric,Quigg,yes,7.0
47275,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Plant sprayer,Household appliances non-electric,Unknown/n.a.,yes,10.0
47276,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Hedge shear / hedge trimmer,Tools electric,Peugeot,yes,8.0
47277,2024-09-21,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,Nilfisk,yes,8.0
47278,2024-09-21,50,Middelburg,NL,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Kärcher,yes,8.0
47279,2024-09-21,50,Middelburg,NL,Doll,Toys non-electric,Unknown/n.a.,yes,8.0
47280,2024-09-21,50,Middelburg,NL,Coffee maker,Household appliances electric,Nespresso,yes,9.0
47281,2024-09-21,50,Middelburg,NL,Bread maker,Household appliances electric,Domo,yes,9.0
47282,2024-09-21,50,Middelburg,NL,Bicycle carrier,Other,Unknown/n.a.,half,6.0
47283,2024-09-21,50,Middelburg,NL,Stroller / Push chair / Buggy,Other,Quinny,yes,10.0
47284,2024-09-21,50,Middelburg,NL,Pedicure appliance,Household appliances electric,Unknown/n.a.,yes,10.0
47285,2024-09-21,50,Middelburg,NL,Electric hedge trimmer,Tools electric,Gamma,yes,9.0
47286,2024-09-21,50,Middelburg,NL,Iron,Household appliances electric,Tefal,yes,9.0
47287,2024-09-07,50,Middelburg,NL,Hand drill,Tools electric,Bosch,half,10.0
47288,2024-09-07,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
47289,2024-09-07,50,Middelburg,NL,Electric hedge trimmer,Tools electric,Makita,yes,10.0
47290,2024-08-24,50,Middelburg,NL,Vacuum cleaner,Household appliances electric,AEG,yes,7.0
47291,2024-08-24,50,Middelburg,NL,Dress,Textile,Unknown/n.a.,yes,8.0
47292,2024-08-24,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,8.0
47293,2024-08-24,50,Middelburg,NL,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47294,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Vacuum cleaner,Household appliances electric,Philips,yes,7.0
47295,2024-10-04,114,Nieuwerkerk aan den IJssel,NL,Wall clock,Clocks / alarm clocks,Unknown/n.a.,yes,9.0
47296,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Coffee maker,Household appliances electric,Krups Nespresso,yes,7.0
47297,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Steam cooker,Household appliances electric,Braun,no,2.0
47298,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Coffee maker,Household appliances electric,Magimix Nespresso,no,6.0
47299,2024-08-18,513,Central Arkansas,US,Stereoset / music centre,Display and sound equipment,Sharp,yes,2.0
47300,2024-10-20,513,Central Arkansas,US,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,yes,8.0
47301,2024-08-18,513,Central Arkansas,US,Wheelchair,Other,Walmart,yes,3.0
47302,2024-10-18,114,Nieuwerkerk aan den IJssel,NL,Steam iron / Steam ironing station,Household appliances electric,Philips,yes,8.0
47303,2024-10-20,227,Rugby,GB,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,8.0
47304,2024-10-20,227,Rugby,GB,Toy robot,Toys electric,Unknown/n.a.,yes,8.0
47305,2024-09-15,513,Central Arkansas,US,Video camera,Display and sound equipment,JVC,yes,10.0
47306,2024-10-20,227,Rugby,GB,Trousers / pants,Textile,Unknown/n.a.,yes,10.0
47307,2024-10-20,227,Rugby,GB,Strimmer,Tools electric,Kärcher,yes,9.0
47308,2024-10-19,485,Izegem,BE,Radio,Display and sound equipment,Unknown/n.a.,half,1.0
47309,2024-10-20,227,Rugby,GB,Children's bicycle / Kid's bike,Bicycles,Unknown/n.a.,yes,8.0
47310,2024-10-20,227,Rugby,GB,Dehumidifier,Household appliances electric,EcoAir,no,1.0
47311,2024-10-20,227,Rugby,GB,Trousers / pants,Textile,Phase Eight,yes,8.0
47312,2024-10-20,227,Rugby,GB,Leather jacket,Textile,George,yes,10.0
47313,2024-10-20,227,Rugby,GB,Electric hedge trimmer,Tools electric,Bosch,yes,10.0
47314,2024-10-20,227,Rugby,GB,Video / DVD player / recorder,Display and sound equipment,Tesco,no,7.0
47315,2024-10-20,562,El Barrio – Manhattan – New York,US,Cardigan sweater,Textile,Unknown/n.a.,yes,6.0
47316,2024-10-20,562,El Barrio – Manhattan – New York,US,Airbed,Other,Unknown/n.a.,no,1.0
47317,2024-10-20,562,El Barrio – Manhattan – New York,US,Table clock,Clocks / alarm clocks,Unknown/n.a.,half,5.0
47318,2024-10-20,562,El Barrio – Manhattan – New York,US,Perforator / Hole punch,Other,Unknown/n.a.,yes,7.0
47319,2024-10-20,227,Rugby,GB,Clothing / garment,Textile,Unknown/n.a.,yes,9.0
47320,2024-10-20,227,Rugby,GB,Desk lamp,Household appliances electric,Unknown/n.a.,yes,4.0
47321,2024-10-20,227,Rugby,GB,LED lamp,Household appliances electric,Unknown/n.a.,half,8.0
47322,2024-10-20,227,Rugby,GB,Sander,Tools electric,Unknown/n.a.,no,8.0
47323,2024-10-20,227,Rugby,GB,Clothing / garment,Textile,Unknown/n.a.,yes,9.0
47324,2024-10-20,562,El Barrio – Manhattan – New York,US,Table lamp,Household appliances electric,Unknown/n.a.,yes,5.0
47325,2024-10-20,562,El Barrio – Manhattan – New York,US,Trousers / pants,Textile,Unknown/n.a.,yes,5.0
47326,2024-10-20,227,Rugby,GB,Clock,Clocks / alarm clocks,Unknown/n.a.,yes,7.0
47327,2024-10-20,227,Rugby,GB,Hair dryer,Household appliances electric,Clairol,yes,8.0
47328,2024-10-20,227,Rugby,GB,Pruning shears / Garden shears / Secateurs,Tools non-electric,Unknown/n.a.,yes,10.0
47329,2024-10-20,227,Rugby,GB,Loppers / Tree lopper,Tools non-electric,Unknown/n.a.,yes,10.0
47330,2024-10-20,227,Rugby,GB,Keyboard (musical instrument),Display and sound equipment,Yamaha,yes,10.0
47331,2024-10-20,227,Rugby,GB,Vacuum cleaner,Household appliances electric,Henry,half,10.0
47332,2024-10-20,227,Rugby,GB,Bicycle light / bike light,Bicycles,Raleigh,yes,9.0
47333,2024-10-11,422,Hart van Oijen,NL,Electric kettle / Electric jug,Household appliances electric,Philips,yes,8.0
47334,2024-10-11,422,Hart van Oijen,NL,Cd / dvd player,Display and sound equipment,Pioneer,yes,10.0
47335,2024-10-19,741,Roma San Paolo,IT,Steam iron / Steam ironing station,Household appliances electric,Polti,yes,7.0
47336,2024-10-20,227,Rugby,GB,VHF radio,Other,Unknown/n.a.,yes,10.0
47337,2024-10-19,741,Roma San Paolo,IT,Stereoset / music centre,Display and sound equipment,Philips,no,2.0
47338,2024-10-19,741,Roma San Paolo,IT,Microwave oven,Household appliances electric,Girmi,no,1.0
47339,2024-10-19,741,Roma San Paolo,IT,Steam iron / Steam ironing station,Household appliances electric,Philips,yes,7.0
47340,2024-10-12,300,Wijk bij Duurstede,NL,Spectacles / Glasses,Other,Unknown/n.a.,yes,8.0
47341,2024-10-12,300,Wijk bij Duurstede,NL,Radio / CD player,Display and sound equipment,Imperial,yes,2.0
47342,2024-10-12,300,Wijk bij Duurstede,NL,Coffee maker,Household appliances electric,Inovalley,yes,8.0
47343,2024-10-12,300,Wijk bij Duurstede,NL,Dustbin / Waste bin / Trash can,Household appliances non-electric,ECO,yes,7.0
47344,2024-10-12,300,Wijk bij Duurstede,NL,Night light,Household appliances electric,Unknown/n.a.,yes,10.0
47345,2024-10-12,300,Wijk bij Duurstede,NL,Floor lamp / Standard lamp,Household appliances electric,Massive,half,4.0
47346,2024-10-19,741,Roma San Paolo,IT,Tomato press,Household appliances electric,Bialetti,yes,10.0
47347,2024-10-12,300,Wijk bij Duurstede,NL,Electric hedge trimmer,Tools electric,Parkside,yes,10.0
47348,2024-10-12,300,Wijk bij Duurstede,NL,Floor lamp / Standard lamp,Household appliances electric,Unknown/n.a.,yes,8.0
47349,2024-10-12,300,Wijk bij Duurstede,NL,Bicycle battery,Bicycles,Selecta,half,2.0
47350,2024-10-12,300,Wijk bij Duurstede,NL,Electric toothbrush,Household appliances electric,Braun,no,4.0
47351,2024-10-12,300,Wijk bij Duurstede,NL,Socket / power strip,Other,Zeeman,yes,10.0
47352,2024-10-12,300,Wijk bij Duurstede,NL,Turntable / record player,Display and sound equipment,Aiwa,no,5.0
47353,2024-10-12,300,Wijk bij Duurstede,NL,Bread maker,Household appliances electric,Molino,yes,8.0
47354,2024-10-20,227,Rugby,GB,Radio / CD player,Display and sound equipment,NAD,yes,8.0
47355,2024-10-20,227,Rugby,GB,Charger (battery / power supply),Tools electric,Intertek,no,1.0
47356,2024-09-14,36,Zwolle-Aa-landen,NL,Toaster,Household appliances electric,Siemens,yes,3.0
47357,2024-10-18,36,Zwolle-Aa-landen,NL,Pyjamas,Textile,Unknown/n.a.,yes,2.0
47358,2024-10-18,36,Zwolle-Aa-landen,NL,Skirt,Textile,Esmara,yes,3.0
47359,2024-10-18,36,Zwolle-Aa-landen,NL,Cardigan,Textile,Unknown/n.a.,yes,7.0
47360,2024-10-18,36,Zwolle-Aa-landen,NL,Cuckoo clock,Clocks / alarm clocks,Unknown/n.a.,half,5.0
47361,2024-10-18,36,Zwolle-Aa-landen,NL,Wrist watch,Clocks / alarm clocks,True Spirit,no,8.0
47362,2024-10-18,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Philips,no,1.0
47363,2024-10-18,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Zara,yes,8.0
47364,2024-10-18,36,Zwolle-Aa-landen,NL,Alarm clock radio,Clocks / alarm clocks,Principal,no,1.0
47365,2024-10-18,36,Zwolle-Aa-landen,NL,Walkman,Display and sound equipment,Sony,no,1.0
47366,2024-10-18,36,Zwolle-Aa-landen,NL,LED candle,Household appliances electric,Unknown/n.a.,yes,8.0
47367,2024-10-18,36,Zwolle-Aa-landen,NL,Flashlight / electric torch,Household appliances electric,Unknown/n.a.,no,1.0
47368,2024-10-19,799,Éguilles,FR,Bicycle / Bike,Bicycles,Unknown/n.a.,yes,8.0
47369,2024-10-18,36,Zwolle-Aa-landen,NL,Pyjamas,Textile,True Spirit,yes,8.0
47370,2024-10-19,799,Éguilles,FR,Toaster,Household appliances electric,Seb,half,9.0
47371,2024-10-18,36,Zwolle-Aa-landen,NL,Shirt (dress shirt),Textile,Unknown/n.a.,yes,9.0
47372,2024-10-18,36,Zwolle-Aa-landen,NL,Handheld vacuum cleaner,Household appliances electric,Dyson,no,1.0
47373,2024-10-19,799,Éguilles,FR,Printer / scanner,Computer equipment / phones,Canon,yes,5.0
47374,2024-10-18,36,Zwolle-Aa-landen,NL,Personal scales,Household appliances electric,Soehnle,yes,8.0
47375,2024-10-18,36,Zwolle-Aa-landen,NL,Sandwich maker,Household appliances electric,NOVA,yes,9.0
47376,2024-10-18,36,Zwolle-Aa-landen,NL,Printer,Computer equipment / phones,Canon,no,1.0
47377,2024-10-19,799,Éguilles,FR,Steam iron / Steam ironing station,Household appliances electric,Calor,half,10.0
47378,2024-10-19,799,Éguilles,FR,Coffee maker,Household appliances electric,Krups,no,7.0
47379,2024-10-18,36,Zwolle-Aa-landen,NL,Radio / CD / cassette player,Display and sound equipment,Sony,no,1.0
47380,2024-10-19,799,Éguilles,FR,Pressure cooker,Household appliances electric,Moulinex,yes,8.0
47381,2024-10-18,36,Zwolle-Aa-landen,NL,Handheld vacuum cleaner,Household appliances electric,Bosch,half,9.0
47382,2024-10-18,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
47383,2024-10-20,227,Rugby,GB,Vacuum cleaner,Household appliances electric,Dyson,half,10.0
47384,2024-10-18,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Unknown/n.a.,yes,7.0
47385,2024-10-19,799,Éguilles,FR,Hat,Textile,Unknown/n.a.,yes,10.0
47386,2024-10-19,799,Éguilles,FR,Hat,Textile,Unknown/n.a.,yes,10.0
47387,2024-10-18,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Comfy,yes,7.0
47388,2024-10-18,36,Zwolle-Aa-landen,NL,Robotic vacuum cleaner,Household appliances electric,Eufy,half,9.0
47389,2024-10-19,799,Éguilles,FR,Computer,Computer equipment / phones,Sony,yes,7.0
47390,2024-10-18,36,Zwolle-Aa-landen,NL,Air fryer,Household appliances electric,Philips,no,2.0
47391,2024-10-19,799,Éguilles,FR,Pressure washer / High-pressure cleaner / Jet washer,Tools electric,Sterwins,yes,8.0
47392,2024-10-18,36,Zwolle-Aa-landen,NL,E-reader / E-book reader,Computer equipment / phones,Kobo,yes,10.0
47393,2024-10-18,36,Zwolle-Aa-landen,NL,Radio,Display and sound equipment,Grundig,no,2.0
47394,2024-10-20,227,Rugby,GB,Trousers / pants,Textile,Unknown/n.a.,yes,9.0
47395,2024-10-19,799,Éguilles,FR,Computer mouse,Computer equipment / phones,HP,half,8.0
47396,2024-10-20,227,Rugby,GB,Vacuum cleaner,Household appliances electric,Vax,yes,8.0
47397,2024-10-18,36,Zwolle-Aa-landen,NL,Dress,Textile,Sissy-Boy,yes,9.0
47398,2024-10-20,227,Rugby,GB,Circular saw,Tools electric,Makita,half,10.0
47399,2024-10-18,36,Zwolle-Aa-landen,NL,Radiant heater,Household appliances electric,Exclusief,yes,9.0
47400,2024-10-19,799,Éguilles,FR,Ironing press,Household appliances electric,Calor,half,1.0
47401,2024-10-18,36,Zwolle-Aa-landen,NL,Bed motor,Household appliances electric,Qmotion,yes,6.0
47402,2024-10-18,36,Zwolle-Aa-landen,NL,Sewing machine,Household appliances electric,Singer,yes,8.0
47403,2024-10-18,36,Zwolle-Aa-landen,NL,Electric toothbrush,Household appliances electric,Braun,half,4.0
47404,2024-10-18,36,Zwolle-Aa-landen,NL,Extension cord,Other,Unknown/n.a.,yes,9.0
47405,2024-10-18,36,Zwolle-Aa-landen,NL,Electric kettle / Electric jug,Household appliances electric,Bourgini,yes,9.0
47406,2024-10-18,36,Zwolle-Aa-landen,NL,Mixer / Blender,Household appliances electric,Philips,yes,10.0
47407,2024-10-18,36,Zwolle-Aa-landen,NL,Table lamp,Household appliances electric,Unknown/n.a.,no,1.0
47408,2024-10-18,36,Zwolle-Aa-landen,NL,Mixer / Blender,Household appliances electric,Philips,no,2.0
47409,2024-10-18,36,Zwolle-Aa-landen,NL,Coat / Jacket,Textile,Livergy,yes,9.0
47410,2024-10-18,36,Zwolle-Aa-landen,NL,Coffee maker,Household appliances electric,Krups,no,3.0
47411,2024-10-18,36,Zwolle-Aa-landen,NL,Handheld vacuum cleaner,Household appliances electric,Quigg,yes,9.0
47412,2024-10-18,36,Zwolle-Aa-landen,NL,Table lamp,Household appliances electric,Lidl,yes,7.0
47413,2024-10-18,36,Zwolle-Aa-landen,NL,Electric kettle / Electric jug,Household appliances electric,Unknown/n.a.,yes,9.0
47414,2024-10-18,36,Zwolle-Aa-landen,NL,Vacuum cleaner,Household appliances electric,Bosch,yes,8.0
47415,2024-10-18,36,Zwolle-Aa-landen,NL,Vacuum cleaner,Household appliances electric,Bodin,no,7.0
47416,2024-10-18,36,Zwolle-Aa-landen,NL,Backpack / Rucksack,Textile,Unknown/n.a.,yes,8.0
47417,2024-10-18,36,Zwolle-Aa-landen,NL,Trousers / pants,Textile,Aldi,yes,8.0
47418,2024-10-18,36,Zwolle-Aa-landen,NL,Pillow case,Textile,Auping,yes,9.0
47419,2024-10-19,753,Romeoville IL,US,Floor cleaner,Household appliances electric,Hoover,yes,6.0
47420,2024-10-19,753,Romeoville IL,US,Knob,Household appliances electric,Unknown/n.a.,yes,10.0
47421,2024-10-19,673,Deventer,NL,Electric drill / Power drill,Tools electric,Unknown/n.a.,yes,10.0
47422,2024-10-19,753,Romeoville IL,US,Jeans,Textile,Unknown/n.a.,yes,5.0
47423,2024-10-19,753,Romeoville IL,US,Shorts,Textile,Izod,yes,10.0
47424,2024-10-19,673,Deventer,NL,Vacuum cleaner,Household appliances electric,Dyson,half,6.0
47425,2024-10-19,673,Deventer,NL,Vacuum cleaner,Household appliances electric,Inventum,yes,4.0
47426,2024-10-19,673,Deventer,NL,Food processor,Household appliances electric,Kenwood,yes,8.0
47427,2024-10-19,673,Deventer,NL,Game console,Toys electric,Xbox,no,3.0
47428,2024-10-19,753,Romeoville IL,US,Hoodie,Textile,JanSport,yes,10.0
47429,2024-10-19,753,Romeoville IL,US,Jewelry,Jewelry,Aldis,yes,10.0
47430,2024-10-19,753,Romeoville IL,US,Trousers / pants,Textile,Unknown/n.a.,yes,5.0
47431,2024-10-19,753,Romeoville IL,US,Trousers / pants,Textile,Unknown/n.a.,yes,4.0
47432,2024-10-19,753,Romeoville IL,US,Statue,Other,Unknown/n.a.,yes,5.0
47433,2024-10-19,753,Romeoville IL,US,Table lamp,Household appliances electric,Philips,no,6.0
47434,2024-10-19,753,Romeoville IL,US,Trousers / pants,Textile,Unknown/n.a.,yes,5.0
47435,2024-10-19,753,Romeoville IL,US,Halloween decoration,Other,Unknown/n.a.,yes,4.0
47436,2024-10-19,753,Romeoville IL,US,Trousers / pants,Textile,Unknown/n.a.,yes,3.0
47437,2024-10-19,753,Romeoville IL,US,Heating pad / heat cushion,Household appliances electric,Sunbeam,no,1.0
47438,2024-10-19,753,Romeoville IL,US,Recliner / relax chair,Furniture,Unknown/n.a.,yes,3.0
47439,2024-10-19,753,Romeoville IL,US,Generator,Tools electric,Intertek,yes,6.0
